number,name,position,height,weight,class,hometown
1,Justin Cobbs,G,"6' 2""",NA,JR,NA
3,Tyrone Wallace,G,"6' 4""",NA,FR,NA
10,Garrett Galvin,G,"6' 4""",NA,FR,NA
12,Brandon Smith,G,"6' 0""",NA,SR,NA
14,Christian Behrens,F,"6' 9""",NA,SO,NA
15,Bak Bak,F,"6' 9""",NA,SR,NA
20,Kahlil Johnson,G,"6' 7""",NA,FR,NA
21,Jeff Powers,G,"6' 7""",NA,JR,NA
23,Allen Crabbe,G,"6' 6""",NA,JR,NA
24,Ricky Kreklow,G,"6' 6""",NA,SO,NA
34,Robert Thurman,F,"6' 10""",NA,SR,NA
35,Richard Solomon,F,"6' 10""",NA,JR,NA
45,David Kravish,F,"6' 9""",NA,SO,NA
