number,name,position,height,weight,class,hometown
1,Brandon Provost,G,"6' 3""",NA,SR,NA
3,Aaron Urbanus,G,"6' 0""",NA,SR,NA
4,Jamal Dantzler,G,"6' 3""",NA,JR,NA
5,Demarko Nash,G,"5' 10""",NA,JR,NA
13,Ruben Cabrera,F,"6' 7""",NA,SR,NA
21,Lauri Toivonen,F,"6' 7""",NA,SO,NA
23,Jesus Delgado,F,"6' 4""",NA,SR,NA
24,Shaquille Hines,F,"6' 7""",NA,FR,NA
25,Josh Cleveland,F,"6' 6""",NA,JR,NA
30,Hurley Johnson,G,"6' 1""",NA,JR,NA
32,Justin Leathers,F,"6' 5""",NA,JR,NA
33,Noe Espericueta,F,"6' 4""",NA,FR,NA
