game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,win_prob_naive
401175444,2020-01-25,The Citadel,Furman,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.09569208514892205,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,2,1,19:48,2388,2388,Foul on Noah Gurley.,0,0,0,12,0.09592535985804852,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,The Citadel,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,3,1,19:48,2388,2388,Noah Gurley Turnover.,0,0,0,0,0.09592535985804852,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,Furman,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,4,1,19:31,2371,2371,Eddie Davis III Turnover.,0,0,0,17,0.09626249241978638,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,The Citadel,Furman,NA
401175444,2020-01-25,The Citadel,Furman,5,1,19:31,2371,2371,Jordan Lyons Steal.,0,0,0,0,0.09626249241978638,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,The Citadel,Furman,NA
401175444,2020-01-25,The Citadel,Furman,6,1,19:25,2365,2365,Clay Mounce missed Three Point Jumper.,0,0,0,6,0.09638338208994487,0.5,4,4,-14,NA,NA,Furman,missed,Clay Mounce,NA,TRUE,FALSE,Furman,Furman,NA
401175444,2020-01-25,The Citadel,Furman,7,1,19:21,2361,2361,Clay Mounce Offensive Rebound.,0,0,0,4,0.09646453486939974,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,Furman,Furman,NA
401175444,2020-01-25,The Citadel,Furman,8,1,19:19,2359,2359,Clay Mounce missed Layup.,0,0,0,2,0.09650528029287818,0.5,4,4,-14,NA,NA,Furman,missed,Clay Mounce,NA,FALSE,FALSE,Furman,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,9,1,19:16,2356,2356,Eddie Davis III Defensive Rebound.,0,0,0,3,0.09656661078716337,0.5,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,Furman,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,10,1,19:02,2342,2342,Fletcher Abee made Jumper. Assisted by Tyson Batiste.,2,0,2,14,0.11394126977977614,0.5452642352579568,4,4,-14,NA,NA,The Citadel,made,Fletcher Abee,Tyson Batiste,FALSE,FALSE,The Citadel,Furman,NA
401175444,2020-01-25,The Citadel,Furman,11,1,18:45,2325,2325,Clay Mounce made Three Point Jumper. Assisted by Alex Hunter.,2,3,-1,17,0.08947366940385514,0.4771345410764835,4,4,-14,NA,NA,Furman,made,Clay Mounce,Alex Hunter,TRUE,FALSE,Furman,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,12,1,18:31,2311,2311,Foul on Jordan Lyons.,2,3,-1,14,0.08970362833173819,0.4769794403329548,4,4,-14,NA,NA,NA,NA,NA,NA,NA,NA,The Citadel,The Citadel,NA
401175444,2020-01-25,The Citadel,Furman,13,1,18:14,2294,2294,Tyson Batiste missed Three Point Jumper.,2,3,-1,17,0.08998955522547167,0.47678965866213896,4,4,-14,NA,NA,The Citadel,missed,Tyson Batiste,NA,TRUE,FALSE,The Citadel,Furman,NA
