number,name,position,height,weight,class,hometown
0,Najee Garvin,F,"6' 7""",213 lbs,FR,"Columbia, SC"
1,Braxton Ogbueze,G,"6' 1""",185 lbs,SR,"Charlotte, NC"
2,Andrien White,G,"6' 3""",185 lbs,SO,"Richmond, VA"
3,Jon Davis,G,"6' 3""",195 lbs,SO,"Upper Marlboro, MD"
5,Austin Ajukwa,G,"6' 6""",205 lbs,JR,"Columbia, SC"
10,Corey Bias,G,"6' 1""",190 lbs,JR,"Milwaukee, WI"
11,Quentin Jackson,G,"6' 3""",184 lbs,FR,"Cary, NC"
12,Lukas Bergang,F/C,"7' 1""",215 lbs,FR,"Gothenburg, Sweden"
14,JC Washington,F,"6' 7""",240 lbs,JR,"Houston, TX"
15,Anthony Vanhook,F,"6' 4""",225 lbs,SR,"Chapel Hill, NC"
21,Hudson Price,G,"6' 7""",215 lbs,JR,"Orlando, FL"
24,Ryan Murphy,G,"6' 2""",192 lbs,FR,"Calabasas, CA"
25,Reid Aube,F,"6' 7""",223 lbs,SR,"Concord, NC"
30,Luke Sasser,F,"6' 5""",220 lbs,FR,"Raleigh, NC"
31,Benas Griciunas,C,"7' 0""",244 lbs,JR,"Silute, Lithuania"
35,Bo Blight,F,"6' 7""",192 lbs,FR,"Charlotte, NC"
