number,name,position,height,weight,class,hometown
1,Justin James,G,"6' 7""",180 lbs,SO,"Port Saint Lucie, FL"
2,Andrew Moemeka,F,"6' 8""",210 lbs,FR,"Lake City, FL"
3,Alexander Aka Gorski,G,"6' 5""",205 lbs,JR,"Lund, Sweden"
5,Alan Herndon,F,"6' 9""",210 lbs,JR,"Colorado Springs, CO"
10,Cody Kelley,G,"5' 11""",180 lbs,FR,"Gillette, WY"
11,Jeremy Lieberman,G,"6' 1""",175 lbs,JR,"Calabasas, CA"
13,Sam Averbuck,G,"6' 4""",185 lbs,FR,"Santa Rosa, CA"
14,Austin Mueller,F,"6' 6""",200 lbs,FR,"Highlands Ranch, CO"
15,Brodricks Jones,F,"6' 10""",220 lbs,SO,"Los Angeles, CA"
20,Hayden Dalton,F,"6' 8""",185 lbs,JR,"Parker, CO"
21,Jonathan Barnes,F,"6' 10""",245 lbs,JR,"Parker, CO"
23,Jason McManamen,G,"6' 5""",195 lbs,SR,"Torrington, WY"
24,Louis Adams,G,"6' 4""",185 lbs,JR,"Chicago, IL"
25,Morris Marshall,G,"6' 4""",180 lbs,SR,"White Springs, FL"
33,Jordan Naughton,F,"6' 10""",225 lbs,SO,"Rancho Cucamonga, CA"
