number,name,position,height,weight,class,hometown
0,Rasheem Dunn,G,"6' 2""",180 lbs,FR,"Brooklyn, NY"
1,Dagur Jonsson,G,"6' 1""",165 lbs,SO,"Reykjanesbaer, Iceland"
2,Yunus Hopkinson,G,"5' 10""",175 lbs,SR,"New York, NY"
3,Gianni Ford,G,"6' 1""",170 lbs,FR,"Brooklyn, NY"
4,Gunnar Olaffson,G/F,"6' 3""",200 lbs,JR,"Reykjavik, Iceland"
5,Robert Montgomery,F,"6' 6""",225 lbs,FR,"Montgomery Village, MD"
10,Glenn Sanabria,G,"5' 11""",180 lbs,SO,"Staten Island, NY"
11,Joshua Nurse,F,"6' 9""",210 lbs,SO,"Laurelton, NY"
13,Keon Williams,F,"6' 4""",185 lbs,SO,"Radcliff, KY"
15,Jahmel Bodrick,F,"6' 6""",245 lbs,SO,"New York, NY"
20,Cori Johnson,C,"6' 9""",270 lbs,SO,"Brooklyn, NY"
23,D.J. Porter,F,"6' 5""",175 lbs,JR,"Pittsburgh, PA"
24,Sam Harris,G,"5' 10""",165 lbs,JR,"Tampa, FL"
33,Jagos Lasic,F,"6' 8""",225 lbs,JR,"Belgrade, Serbia"
