number,name,position,height,weight,class,hometown
0,Frank Mason III,G,"5' 11""",190 lbs,SR,"Petersburg, VA"
2,Lagerald Vick,G,"6' 5""",175 lbs,SO,"Memphis, TN"
4,Devonte' Graham,G,"6' 2""",185 lbs,JR,"Raleigh, NC"
10,Sviatoslav Mykhailiuk,G,"6' 8""",205 lbs,JR,"Cherkasy, Ukraine"
11,Josh Jackson,G,"6' 8""",207 lbs,FR,"Detroit, MI"
12,Tucker Vang,G,"6' 2""",180 lbs,JR,"Goddard, KS"
14,Malik Newman,G,"6' 3""",190 lbs,SO,"Jackson, MS"
15,Carlton Bragg Jr.,F,"6' 10""",240 lbs,SO,"Cleveland, OH"
20,Tyler Self,G,"6' 2""",170 lbs,SR,"Lawrence, KS"
21,Clay Young,G,"6' 5""",205 lbs,JR,"Lansing, KS"
22,Dwight Coleby,F,"6' 9""",240 lbs,JR,"Nassau, Bahamas"
33,Landen Lucas,C,"6' 10""",240 lbs,SR,"Portland, OR"
35,Udoka Azubuike,C,"7' 0""",280 lbs,FR,"Lagos, Nigeria"
44,Mitch Lightfoot,F,"6' 8""",210 lbs,FR,"Gilbert, AZ"
55,Evan Maxwell,C,"6' 10""",235 lbs,JR,"Clarks Summit, PA"
