number,name,position,height,weight,class,hometown
0,Ryan Pippins,G,"6' 0""",200 lbs,FR,"Little Rock, AR"
1,Jalen Jackson,G/F,"6' 6""",215 lbs,SR,"West Memphis, AR"
3,Andre Jones,G,"6' 4""",195 lbs,FR,"Little Rock, AR"
5,Oliver Black,F,"6' 9""",225 lbs,SO,"Jackson, MS"
10,Maurius Hill,F,"6' 5""",220 lbs,SR,"Homewood, IL"
11,Kanaan Jackson,F,"6' 4""",215 lbs,JR,"Jacksonville, AR"
12,Lis Shoshi,F,"6' 11""",225 lbs,SR,"Peje, Serbia"
13,Marcus Johnson Jr.,G,"5' 11""",175 lbs,SR,"Charlotte, NC"
15,Stetson Billings,F,"6' 5""",195 lbs,SR,"Strong, AR"
20,Ben Marcus,G/F,"6' 5""",220 lbs,SO,"Pine Bluff, AR"
21,Dayshawn Watkins,G,"6' 0""",180 lbs,JR,"North Little Rock, AR"
22,Shandon Goldman,F,"6' 9""",215 lbs,FR,"Evansville, AR"
23,Kemy Osse,G,"6' 1""",208 lbs,SR,"Montreal, PQ"
24,Evan Moorman,G,"6' 1""",200 lbs,JR,"Memphis, TN"
25,Brandon Brady,G,"5' 9""",174 lbs,JR,"Little Rock, AR"
30,Deondre Burns,G,"6' 2""",185 lbs,SO,"Yazoo City, MS"
