number,name,position,height,weight,class,hometown
0,Adonis Filer,G,"6' 4""",195 lbs,SR,"Chicago Heights, IL"
1,Jeantal Cylla,F,"6' 8""",210 lbs,SO,"Lake Worth, FL"
2,Justin Massey,G,"6' 4""",200 lbs,JR,"Cooper City, FL"
4,William Gibbons,G,"6' 1""",180 lbs,JR,"Lithonia, GA"
5,William Pfister,F,"6' 10""",230 lbs,JR,"Strasbourg, France"
10,Nick Rutherford,G,"6' 3""",197 lbs,SO,"Allen, TX"
11,Frank Booker,G,"6' 4""",190 lbs,JR,"Augusta, GA"
12,Devorious Brown,G,"6' 2""",195 lbs,FR,"Madison, GA"
13,Marcus Neely,F,"6' 5""",215 lbs,JR,"Margate, FL"
14,Gerdarius Troutman,G,"6' 3""",175 lbs,JR,"Butler, GA"
15,Jailyn Ingram,F,"6' 7""",215 lbs,FR,"Madison, GA"
21,Jordan Phillips,F,"6' 5""",195 lbs,FR,"Colorado Springs, CO"
24,Jesse Hill,F,"6' 8""",225 lbs,SO,"Waretown, NJ"
30,Connor Shorten,F,"6' 9""",245 lbs,SO,"Gladstone, NJ"
33,Ronald Delph,C,"7' 0""",245 lbs,JR,"Winter Haven, FL"
