number,name,position,height,weight,class,hometown
1,Karlos Odum,F,"6' 7""",215 lbs,SO,"Lakeland, FL"
2,Wajid Aminu,F,"6' 7""",195 lbs,FR,"Stone Mountain, GA"
3,J.T. Escobar,G,"6' 2""",182 lbs,SO,"Tallahassee, FL"
5,CJ Fisher,G,"6' 2""",182 lbs,FR,"Miami, FL"
10,Osborn Blount,G,"5' 10""",170 lbs,JR,"Jacksonville, FL"
11,Garrett Sams,G,"6' 6""",180 lbs,FR,"Martin, TN"
12,Aaron Bodager,G,"6' 5""",200 lbs,SR,"Oviedo, FL"
14,Dallas Moore,G,"6' 1""",175 lbs,SR,"St. Petersburg, FL"
23,Nick Malonga,G,"6' 5""",192 lbs,JR,"Bolingbrook, IL"
24,Aaron Horne,G/F,"6' 5""",180 lbs,JR,"Lake Worth, FL"
33,Romelo Banks,C,"6' 11""",252 lbs,JR,"Kissimmee, FL"
35,Chris Davenport,F,"6' 8""",215 lbs,SR,"Atlanta, GA"
50,Benedikt Haid,G,"6' 5""",190 lbs,FR,"Innsbruck, Austria"
55,Chase Driscoll,G,"5' 8""",200 lbs,JR,"Jacksonville, FL"
