number,name,position,height,weight,class,hometown
0,Kevin Baker,G,"6' 2""",180 lbs,JR,"St. Louis, MO"
1,Daniel Peace,G,"6' 1""",182 lbs,SR,"Decatur, GA"
2,Jeremy Hollimon,G,"6' 3""",195 lbs,SR,"Gulfport, MS"
3,Wesley Person,G,"6' 3""",190 lbs,JR,"Brantley, AL"
4,"Juan Davis, Jr.",F,"6' 8""",225 lbs,JR,"West Point, MS"
11,B.J. Miller,G,"6' 0""",185 lbs,SO,"Meridian, MS"
13,Darian Adams,G,"6' 3""",210 lbs,FR,"Montgomery, AL"
14,Jaro Moravek,F,"6' 8""",240 lbs,JR,"Handlova, Slovakia"
15,Joshua Boykin,F,"6' 5""",190 lbs,JR,"Enterprise, AL"
22,Whit Moreman,F,"6' 8""",205 lbs,FR,"LaGrange, GA"
23,Jordon Varnado,F,"6' 6""",215 lbs,SO,"Brownsville, TN"
24,Shawn Hopkins,G/F,"6' 5""",195 lbs,SO,"Nokia, Finland"
25,DeVon Walker,G/F,"6' 6""",203 lbs,SR,"Winter Haven, FL"
30,Alex Hicks,F,"6' 8""",215 lbs,SO,"Seale, AL"
33,Aaron Ariri,F/C,"6' 8""",235 lbs,JR,"Brampton, ON"
