number,name,position,height,weight,class,hometown
0,Josh James,G,"6' 2""",195 lbs,SR,"Greenburgh, NY"
1,Pierre Sarr,F,"6' 8""",195 lbs,SO,"Dakar, Senegal"
3,Tyler Robinson,G,"6' 0""",195 lbs,SO,"Lake Katrine, NY"
4,Greg Noack,F,"6' 8""",195 lbs,SR,"Bethlehem, PA"
5,Ray Salnave,G,"6' 3""",205 lbs,FR,"Elmont, NY"
10,Micah Seaborn,G,"6' 5""",195 lbs,SO,"Arlington, TX"
11,Je'lon Hornbeak,G,"6' 3""",190 lbs,SR,"Arlington, TX"
12,Justin Robinson,G,"5' 8""",175 lbs,SR,"Lake Katrine, NY"
14,Mustapha Traore,F,"6' 8""",210 lbs,SO,"Philadelphia, PA"
15,Daniel Pillari,G,"5' 10""",170 lbs,JR,"West Long Branch, NJ"
23,Austin Tilghman,G,"6' 1""",225 lbs,JR,"Middletown, DE"
24,Louie Pillari,G,"6' 6""",200 lbs,SO,"Tinton Falls, NJ"
30,Collin Stewart,G,"6' 8""",200 lbs,SR,"Glenville, NY"
32,Diago Quinn,F,"6' 10""",255 lbs,SO,"New York, NY"
33,Zac Tillman,C,"6' 10""",280 lbs,SR,"Yeadon, PA"
43,Chris Brady,C,"6' 10""",245 lbs,SR,"Greenlawn, NY"
44,Sam Ibiezugbe,C,"6' 11""",245 lbs,FR,"Simsbury, CT"
