number,name,position,height,weight,class,hometown
0,Immanuel Griggs,F,"6' 8""",200 lbs,JR,"Newnan, GA"
1,Greg Tucker,G,"6' 2""",195 lbs,SR,"Charleston, MO"
2,Mohamed Abuarisha,G/F,"6' 7""",200 lbs,FR,"Hadera, Israel"
3,Derrick Green,G/F,"6' 3""",195 lbs,FR,"Baltimore, MD"
4,Tyrik Edwards,G,"5' 10""",165 lbs,FR,"Hopkinsville, KY"
5,Des Curry,G,"6' 0""",175 lbs,JR,"Jacksonville, AL"
10,Deshawn Jones,G,"6' 3""",195 lbs,JR,"Gulfport, MS"
11,Jacara Cross,F,"6' 8""",250 lbs,FR,"Lithonia, GA"
12,Norbertas Giga,F/C,"7' 0""",245 lbs,JR,"Kaunas, Lithuania"
15,Erik Durham,G,"6' 4""",190 lbs,SR,"Springfield, MO"
21,Malcolm Drumwright,G,"6' 2""",185 lbs,JR,"Rancho Cucamonga, CA"
25,Keeto Browne,G,"5' 11""",195 lbs,SO,"Sydney, Australia"
31,Christian Cunningham,F,"6' 7""",215 lbs,SO,"Albuquerque, NM"
33,Andre Statam,G/F,"6' 6""",240 lbs,SO,"Cape Girardeau, MO"
34,Ashton Spears,G,"6' 2""",175 lbs,FR,"Independence, LA"
