number,name,position,height,weight,class,hometown
1,Jabari Sandifer,G,"6' 1""",175 lbs,SR,"Naperville, IL"
10,Ryan Maas,G,"6' 1""",170 lbs,SO,"Pekin, IL"
11,Delo Bruster,G,"5' 11""",170 lbs,SO,"Overland Park, KS"
14,Lynrick Moxey,G,"6' 2""",190 lbs,JR,"Exuma, Bahamas"
15,Dalan Ancrum,G/F,"6' 6""",180 lbs,JR,"Round Rock, TX"
22,Jalen Morgan,F,"6' 8""",195 lbs,SO,"Indianapolis, IN"
24,James Claar,F,"6' 8""",205 lbs,SO,"Bolingbrook, IL"
25,Noah Wells,G,"6' 2""",175 lbs,SO,"Champaign, IL"
30,Mike Miklusak,F,"6' 6""",190 lbs,SR,"Dyer, IN"
31,Garret Covington,G,"6' 5""",195 lbs,SR,"Edwardsville, IL"
32,Jeremiah Usiosefe,G,"6' 5""",215 lbs,FR,"Hamilton, ON"
34,Chris Snyder,C,"6' 10""",235 lbs,JR,"Cameron Park, CA"
40,C.J. Duff,G,"6' 1""",185 lbs,FR,"Waukegan, IL"
44,Jordan Hughes,C,"6' 10""",235 lbs,SO,"Schaumburg, IL"
52,Brandon Gilbeck,C,"6' 11""",250 lbs,SO,"Spring Green, WI"
