number,name,position,height,weight,class,hometown
2,Jackson Johnson,G,"5' 10""",170 lbs,SO,"Ponte Vedra Beach, FL"
3,Jordan Cornish,G,"6' 6""",215 lbs,JR,"New Orleans, LA"
3,Ray Ona Embo,G,"6' 3""",185 lbs,FR,"Lognes, France"
4,Riley Conroy,G,"5' 11""",175 lbs,SO,"New Orleans, LA"
5,Cameron Reynolds,G,"6' 7""",215 lbs,JR,"Pearland, TX"
10,Von Julien,G,"6' 1""",160 lbs,SO,"Reserve, LA"
11,Kain Harris,G,"6' 4""",210 lbs,SO,"Chicago, IL"
12,Sammis Reyes,F,"6' 7""",240 lbs,SO,"Santiago, Chile"
13,Malik Morgan,G,"6' 4""",205 lbs,SR,"River Ridge, LA"
14,Colin Slater,G,"6' 0""",185 lbs,FR,"Sanger, CA"
15,Ryan Smith,C,"6' 11""",250 lbs,SR,"Wildomar, CA"
21,Samir Sehic,F,"6' 9""",240 lbs,SO,"Cypress, TX"
22,Darian Jones,F,"6' 8""",185 lbs,FR,"Brusly, LA"
23,Blake Paul,F,"6' 9""",230 lbs,SO,"New Orleans, LA"
30,Bernard Woodside,G,"6' 0""",185 lbs,SO,"Tampa, FL"
35,Melvin Frazier,G,"6' 5""",200 lbs,SO,"Avondale, LA"
