number,name,position,height,weight,class,hometown
0,Steven Davis,F,"6' 8""",220 lbs,SR,"Indianapolis, IN"
1,Justin Mitchell,G,"6' 4""",190 lbs,JR,"Fort Wayne, IN"
2,Everett Winchester,G,"6' 6""",195 lbs,FR,"Baltimore, MD"
3,Mark Hughes,G,"6' 4""",180 lbs,SO,"Youngstown, OH"
4,Alan Vest,G,"6' 3""",185 lbs,SO,"Kettering, OH"
5,Mike LaTulip,G,"6' 1""",175 lbs,SR,"Arlington Heights, IL"
10,Adam Giles,G,"6' 3""",195 lbs,SO,"Miamisburg, OH"
11,Loudon Love,F,"6' 9""",300 lbs,FR,"Geneva, IL"
12,Tye Wilburn,G,"5' 11""",185 lbs,JR,"Schererville, IN"
13,Grant Benzinger,G,"6' 3""",190 lbs,JR,"Cincinnati, OH"
21,Trey Stacey,G,"6' 4""",185 lbs,JR,"Cincinnati, OH"
22,Parker Ernsthausen,F,"6' 11""",235 lbs,SO,"Bowling Green, OH"
24,Mark Alstork,G,"6' 5""",190 lbs,JR,"Dayton, OH"
33,Ryan Custer,F,"6' 7""",235 lbs,FR,"Cincinnati, OH"
