number,name,position,height,weight,class,hometown
0,William Jackson II,G,"6' 4""",185 lbs,SO,"Athens, GA"
1,Yante Maten,F,"6' 8""",240 lbs,JR,"Pontiac, MI"
2,Jordan Harris,G,"6' 4""",185 lbs,FR,"Donalsonville, GA"
3,Juwan Parker,G,"6' 4""",205 lbs,JR,"Tulsa, OK"
4,Tyree Crump,G,"6' 1""",180 lbs,FR,"Bainbridge, GA"
5,Pape Diatta,F,"6' 7""",220 lbs,JR,"Dakar, Senegal"
11,Christian Harrison,G,"6' 4""",200 lbs,SO,"Atlanta, GA"
13,E'Torrion Wilridge,F,"6' 6""",220 lbs,SO,"Beaumont, TX"
14,Brandon Young,G,"5' 10""",160 lbs,SR,"Atlanta, GA"
24,Houston Kessler,F,"6' 8""",230 lbs,SR,"Newnan, GA"
25,Kenny Paul Geno,F,"6' 6""",210 lbs,SR,"Booneville, MS"
30,J.J. Frazier,G,"5' 10""",155 lbs,SR,"Glennville, GA"
32,Mike Edwards,F,"6' 9""",225 lbs,SO,"Westland, MI"
33,Connor O'Neill,F,"6' 6""",220 lbs,SO,"Roswell, GA"
34,Derek Ogbeide,F,"6' 8""",245 lbs,SO,"Atlanta, GA"
