number,name,position,height,weight,class,hometown
0,Shaq Calhoun,G,"6' 4""",205 lbs,JR,"Rome, GA"
1,Ken Williams,G,"6' 3""",190 lbs,SR,"Houston, TX"
2,Herb McGee,G,"6' 1""",195 lbs,FR,"Reserve, LA"
3,Ethan Haslam,G,"6' 4""",182 lbs,FR,"Lithia, FL"
5,Dederick Lee,G,"6' 0""",162 lbs,JR,"Clarksville, AR"
10,Georgi Boyanov,F,"6' 7""",210 lbs,SR,"Lovech, Bulgaria"
11,Nikola Marijan,F,"7' 1""",235 lbs,SO,"Backi Brestovac, Serbia"
14,Devin Epps,G,"5' 11""",175 lbs,JR,"Murfreesboro, TN"
20,Kevin Morris,F,"6' 8""",265 lbs,FR,"Dothan, AL"
21,Nick Davis,F,"6' 6""",185 lbs,JR,"McIntosh, AL"
22,John Pettway,G,"6' 1""",180 lbs,FR,"Safford, AL"
24,Nick Stover,F,"6' 6""",200 lbs,SR,"Los Angeles, CA"
25,Don MuepoKelly,F,"6' 7""",238 lbs,SR,"Fontana, CA"
25,Jordan Andrews,G,"6' 4""",180 lbs,FR,"LaPlace, LA"
33,Josh Ajayi,F,"6' 7""",260 lbs,FR,"El Monte, CA"
42,Trhae Mitchell,F,"6' 6""",184 lbs,FR,"Austell, GA"
