number,name,position,height,weight,class,hometown
0,Kyre' Hamer,G,"6' 2""",190 lbs,SR,"Stone Mountain, GA"
1,Damontez Oliver,F,"6' 6""",220 lbs,FR,"Glen Allen, VA"
3,Chris Clemons,G,"5' 9""",180 lbs,SO,"Raleigh, NC"
4,Khadre' Lane,F,"6' 5""",200 lbs,SO,"Lawrence, KS"
5,Austin Burnette,F,"6' 7""",220 lbs,FR,"Raleigh, NC"
10,Nick Parker,G,"6' 3""",185 lbs,JR,"Dunn, NC"
11,Josh Crumpler,G,"5' 9""",165 lbs,SR,"Fuquay-Varina, NC"
12,Jon Ander Cuadra,F,"6' 8""",210 lbs,SO,"Vitoria-Gasteiz, Spain"
13,Quinton Ray,G,"6' 0""",195 lbs,SR,"Angier, NC"
14,Nick Greely,F,"6' 7""",235 lbs,FR,"Fairmont, WV"
15,Mogga Lado,F/C,"6' 8""",215 lbs,JR,"Nampa, ID"
22,Cory Gensler,G,"6' 4""",190 lbs,FR,"Cary, NC"
23,Jacob Talbert,G,"6' 0""",195 lbs,SR,"Southern Pines, NC"
24,Gray Cheers,G,"6' 3""",175 lbs,SO,"Supply, NC"
25,Andrew Eudy,F/C,"6' 7""",210 lbs,SO,"Lebanon, PA"
30,Wyatt Self,G,"6' 2""",175 lbs,FR,"Davidson, NC"
32,Shane Whitfield,F,"6' 7""",210 lbs,JR,"Raleigh, NC"
34,Marcus Burk,G,"6' 3""",205 lbs,FR,"Indianapolis, IN"
