number,name,position,height,weight,class,hometown
0,Isaac Johnson,F,"6' 9""",200 lbs,FR,"Charlotte, NC"
1,Kelvin Robinson,G,"6' 2""",210 lbs,FR,"Little Rock, AR"
2,Ronshad Shabazz,G,"6' 5""",212 lbs,SO,"Raleigh, NC"
5,Griffin Kinney,F,"6' 8""",237 lbs,JR,"Delaware, OH"
10,Patrick Good,G,"6' 0""",160 lbs,FR,"Johnson City, TN"
11,Emarius Logan,G,"6' 2""",187 lbs,SO,"Columbia, SC"
13,Kevin Kerley,G,"6' 0""",175 lbs,SO,"Loveland, OH"
14,Bennett Holley,F,"6' 8""",220 lbs,SO,"Roanoke, VA"
15,Jake Wilson,C,"7' 1""",230 lbs,SO,"Raleigh, NC"
20,Nick Hough,G,"6' 4""",200 lbs,SO,"Harrisburg, NC"
22,Matt O'Boyle,G,"6' 5""",193 lbs,SR,"Peoria, AZ"
23,Trey Ford,G,"6' 0""",175 lbs,SO,"Mooresville, NC"
24,Craig Hinton,F,"6' 7""",200 lbs,JR,"Winston-Salem, NC"
25,Jake Babic,G,"6' 5""",187 lbs,JR,"Oakville, ON"
32,Tyrell Johnson,F,"6' 8""",200 lbs,SO,"Atlanta, GA"
34,Zach Cottrell,F,"6' 5""",205 lbs,FR,"Hayesville, NC"
