number,name,position,height,weight,class,hometown
0,Nourse Fox,G,"6' 1""",195 lbs,JR,"Memphis, TN"
1,Tom Lacey,F,"6' 7""",235 lbs,JR,"Glen Ridge, NJ"
2,Hasan Abdullah,G,"6' 0""",195 lbs,SO,"Trussville, AL"
3,Matt Cullen,G,"6' 1""",175 lbs,FR,"Latrobe, PA"
5,Ryan Pearson,G,"6' 2""",185 lbs,SO,"Richmond, VA"
11,Tim Abruzzo,G,"6' 5""",185 lbs,SR,"Perkasie, PA"
12,Zach Fong,G,"6' 0""",165 lbs,SR,"Woodbridge, VA"
14,Bryce Dulin,G,"6' 4""",200 lbs,JR,"Nixa, MO"
15,Dominick Antonelli,G,"6' 1""",190 lbs,SO,"Mechanicsburg, PA"
20,Shawn Anderson,G,"6' 4""",220 lbs,JR,"New Castle, VA"
21,George Kiernan,F,"6' 7""",225 lbs,SO,"Hinsdale, IL"
22,Grant Vermeer,G,"6' 2""",195 lbs,SR,"Mountainview, CA"
23,Mo Lewis,F,"6' 6""",220 lbs,SO,"Alpharetta, GA"
30,Kyran McClure,G,"6' 1""",160 lbs,FR,"Concord, NC"
31,Drew Trimble,F,"6' 7""",185 lbs,FR,"Lexington, KY"
32,James Hemphill,F,"6' 7""",220 lbs,SR,"Raleigh, NC"
33,Edward Alade,C,"6' 9""",235 lbs,SR,"Houston, TX"
35,Aaron Briggs,G,"6' 0""",190 lbs,SO,"Largo, MD"
41,Connor Mannion,F,"6' 7""",215 lbs,FR,"Suwanee, GA"
42,James Butler,F,"6' 8""",230 lbs,FR,"Fairfax, VA"
45,Taj Middleton,G,"6' 2""",185 lbs,FR,"Charlotte, NC"
54,Evan Wieck,C,"6' 8""",220 lbs,FR,"Amarillo, TX"
55,Oliver Smith,C,"6' 10""",200 lbs,FR,"Excelsior, MN"
