number,name,position,height,weight,class,hometown
0,Obi Enechionyia,F,"6' 10""",220 lbs,JR,"Springfield, VA"
1,Josh Brown,G,"6' 3""",195 lbs,SR,"Newark, NJ"
2,Alani Moore II,G,"5' 10""",170 lbs,FR,"Washington, DC"
3,"Shizz Alston, Jr.",G,"6' 4""",180 lbs,SO,"Philadelphia, PA"
4,Daniel Dingle,G/F,"6' 7""",225 lbs,SR,"Bronx, NY"
10,Mark Williams,F,"6' 8""",225 lbs,SR,"Cleveland, OH"
11,Trey Lowe,G,"6' 6""",165 lbs,SO,"Ewing, NJ"
13,Quinton Rose,G,"6' 8""",185 lbs,FR,"Rochester, NY"
15,Isaiah Lewis,G,"6' 4""",175 lbs,JR,"Brooklyn, NY"
22,Mike Robbins,G,"6' 4""",190 lbs,SR,"Wynnewood, PA"
23,Damion Moore,C,"6' 11""",225 lbs,FR,"Jackson, MS"
24,Ernest Aflakpui,C,"6' 10""",240 lbs,SO,"Accra, Ghana"
25,Steve Leonard,G/F,"6' 6""",180 lbs,JR,"Collegeville, PA"
32,Ayan Nunez de Carvalho,G,"6' 5""",200 lbs,FR,"Parana, Argentina"
