game_id,away,home,away_rank,home_rank,away_score,home_score,date
401482834,Air Force,New Mexico,NA,25,73,81,2023-01-27
401487008,Iona,Siena,NA,NA,53,70,2023-01-27
401487007,Manhattan,Niagara,NA,NA,62,68,2023-01-27
401487006,Rider,Marist,NA,NA,68,52,2023-01-27
401484450,Saint Louis,Davidson,NA,NA,74,70,2023-01-27
401470033,Detroit Mercy,Robert Morris,NA,NA,77,85,2023-01-27
401470032,Purdue Fort Wayne,Cleveland State,NA,NA,74,79,2023-01-27
401470223,North Dakota,North Dakota State,NA,NA,75,91,2023-01-27
401473549,Buffalo,Kent State,NA,NA,68,74,2023-01-27
401470034,Oakland,Youngstown State,NA,NA,73,77,2023-01-27
