player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Byrd,F,13,2,3,0,0,3,3,1,2,3,0,0,1,1,3,7,TRUE,2005-01-29,Ball State,A
T. Peterson,F,34,3,9,1,4,1,1,2,6,8,0,0,4,1,5,8,TRUE,2005-01-29,Ball State,A
P. Paulsen,F,18,1,1,0,0,0,0,0,1,1,2,0,0,0,3,2,TRUE,2005-01-29,Ball State,A
Z. PancratzZ,F,26,0,4,0,3,5,6,0,5,5,2,0,0,2,1,5,TRUE,2005-01-29,Ball State,A
B. McKenzie,C,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,TRUE,2005-01-29,Ball State,A
J. Hughes,C,16,3,5,0,0,0,1,0,3,3,1,0,0,2,2,6,FALSE,2005-01-29,Ball State,A
A. Maestranzi,G,32,3,9,2,8,1,1,0,4,4,3,0,0,5,1,9,FALSE,2005-01-29,Ball State,A
M. McKinney,G,28,3,8,0,0,1,1,2,2,4,2,0,0,4,5,7,FALSE,2005-01-29,Ball State,A
C. Sims,G,28,5,11,0,0,3,3,0,5,5,0,1,0,3,3,13,FALSE,2005-01-29,Ball State,A
TEAM,NA,NA,21,51,3,15,14,16,8,30,38,10,1,5,18,24,59,FALSE,2005-01-29,Ball State,A
