date,game_id,home,away
2016-01-27,400816833,Florida Gulf Coast,Jacksonville
2016-01-27,400817148,Colorado State,San José St
2016-01-27,400817159,New Mexico,Air Force
2016-01-27,400827712,NJIT,Lipscomb
2016-01-27,400827764,Marquette,Stetson
2016-01-27,400830417,Ole Miss,Auburn
2016-01-27,400830421,Kentucky,Missouri
2016-01-27,400830423,Arkansas,Texas A&M
2016-01-27,400830513,South Carolina Upstate,Kennesaw State
2016-01-27,400830696,UC Davis,CSU Fullerton
2016-01-27,400831337,Oklahoma State,Baylor
2016-01-27,400833415,Gardner-Webb,Liberty
2016-01-27,400835278,East Carolina,Temple
2016-01-27,400835279,Houston,Tulsa
2016-01-27,400835280,Tulane,South Florida
2016-01-27,400835601,Campbell,High Point
2016-01-27,400835671,Dayton,Saint Louis
2016-01-27,400839136,Longwood,Radford
2016-01-27,400839174,Virginia Tech,Louisville
2016-01-27,400839223,Clemson,Pittsburgh
2016-01-27,400839355,Minnesota,Purdue
2016-01-27,400839379,Michigan,Rutgers
2016-01-27,400839792,NC State,Georgia Tech
2016-01-27,400839950,Albany,UMass Lowell
2016-01-27,400839966,Binghamton,UMBC
2016-01-27,400840026,Hartford,Maine
2016-01-27,400840052,New Hampshire,Vermont
2016-01-27,400840312,Seton Hall,St. John's
2016-01-27,400840888,Coastal Carolina,UNC Asheville
2016-01-27,400840905,Army,Boston University
2016-01-27,400840962,Rhode Island,Fordham
2016-01-27,400840963,Saint Joseph's,UMass
2016-01-27,400841093,Lehigh,Colgate
2016-01-27,400841110,Holy Cross,Loyola (MD)
2016-01-27,400841209,Navy,American
2016-01-27,400841320,Utah,California
2016-01-27,400841552,CSU Northridge,UC Irvine
2016-01-27,400841653,Colorado,Stanford
2016-01-27,400843787,Bradley,Northern Iowa
2016-01-27,400843920,Indiana State,Missouri State
2016-01-27,400844424,Wichita State,Loyola Chicago
2016-01-27,400844894,LIU Brooklyn,Sacred Heart
2016-01-27,400845482,Morehead State,Austin Peay
2016-01-27,400845537,Eastern Kentucky,Murray State
2016-01-27,400861748,Delaware State,North Carolina Central
