game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401382731,2022-01-10,Texas Southern,Mississippi Valley State,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.9511061442686743,0.5,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,NA
401382731,2022-01-10,Texas Southern,Mississippi Valley State,2,1,19:29,2369,2369,Caleb Hunter missed Jumper.,0,0,0,31,0.9506719612803587,0.5,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Mississippi Valley State,missed,Caleb Hunter,NA,FALSE,FALSE,Mississippi Valley State,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,3,1,19:29,2369,2369,John Walker III Block.,0,0,0,0,0.9506719612803587,0.5,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,4,1,19:29,2369,2369,Mississippi Valley State Deadball Team Rebound.,0,0,0,0,0.9506719612803587,0.5,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,5,1,19:29,2369,2369,Mississippi Valley State  Turnover.,0,0,0,0,0.9506719612803587,0.5,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,6,1,19:12,2352,2352,John Walker III made Three Point Jumper. Assisted by Jordan Gilliam.,3,0,3,17,0.9617440634337483,0.5673432999490362,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Texas Southern,made,John Walker III,Jordan Gilliam,TRUE,FALSE,Texas Southern,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,7,1,18:50,2330,2330,Foul on Daniel Umoh.,3,0,3,22,0.9615945322861662,0.5680535889700615,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Texas Southern,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,8,1,18:50,2330,2330,Daniel Umoh Turnover.,3,0,3,0,0.9615945322861662,0.5680535889700615,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,9,1,18:36,2316,2316,AJ Lawson made Layup.,5,0,5,14,0.9677539728492269,0.6129250130248688,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Texas Southern,made,AJ Lawson,NA,FALSE,FALSE,Texas Southern,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,10,1,18:10,2290,2290,Devin Gordon made Three Point Jumper. Assisted by Gary Grant.,5,3,2,26,0.9576914256786975,0.5464100314401936,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Mississippi Valley State,made,Devin Gordon,Gary Grant,TRUE,FALSE,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,11,1,17:56,2276,2276,Jordan Gilliam missed Three Point Jumper.,5,3,2,14,0.9575502346636108,0.5467233091847613,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Texas Southern,missed,Jordan Gilliam,NA,TRUE,FALSE,Texas Southern,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,12,1,17:56,2276,2276,Yahuza Rasas Offensive Rebound.,5,3,2,0,0.9575502346636108,0.5467233091847613,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Texas Southern,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,13,1,17:51,2271,2271,Yahuza Rasas Turnover.,5,3,2,5,0.9574989792374475,0.5468356278580805,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Texas Southern,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,14,1,17:50,2270,2270,David McCoy Steal.,5,3,2,1,0.9574886749286887,0.5468581179367272,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Texas Southern,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,15,1,17:43,2263,2263,Devin Gordon missed Jumper.,5,3,2,7,0.9574160431319935,0.5470157879854802,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Mississippi Valley State,missed,Devin Gordon,NA,FALSE,FALSE,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,16,1,17:43,2263,2263,Jordan Gilliam Block.,5,3,2,0,0.9574160431319935,0.5470157879854802,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,17,1,17:42,2262,2262,Jordan Gilliam Defensive Rebound.,5,3,2,1,0.9574055950139516,0.547038345861369,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,18,1,17:30,2250,2250,Yahuza Rasas made Jumper.,7,3,4,12,0.9644015481453104,0.5937797427901017,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Texas Southern,made,Yahuza Rasas,NA,FALSE,FALSE,Texas Southern,Mississippi Valley State,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,19,1,17:08,2228,2228,Caleb Hunter missed Three Point Jumper.,7,3,4,22,0.9642701121582609,0.5947533996242493,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Mississippi Valley State,missed,Caleb Hunter,NA,TRUE,FALSE,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,20,1,17:08,2228,2228,Yahuza Rasas Defensive Rebound.,7,3,4,0,0.9642701121582609,0.5947533996242493,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi Valley State,Texas Southern,FALSE
401382731,2022-01-10,Texas Southern,Mississippi Valley State,21,1,16:51,2211,2211,AJ Lawson made Layup.,9,3,6,17,0.9702781202928322,0.641109812296154,4,4,18.5,146,"c(""Keith Kimble"", "" Thomas Northcutt"", "" Shaun Seales"")","Houston, TX",H&PE Arena,8100,580,NA,NA,Texas Southern,made,AJ Lawson,NA,FALSE,FALSE,Texas Southern,Mississippi Valley State,FALSE
