player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5175796,M. Newton,22,8,10,0,0,1,2,2,4,6,0,3,1,2,2,17,Delaware State,Cheyney PA,TRUE,TRUE,2024-11-16,H
5108719,Kas. Watson,18,3,14,0,0,0,0,6,0,6,4,1,0,2,0,6,Delaware State,Cheyney PA,TRUE,TRUE,2024-11-16,H
4703901,A. Andrews,20,1,1,0,0,1,2,7,3,10,1,0,0,0,1,3,Delaware State,Cheyney PA,TRUE,TRUE,2024-11-16,H
5243396,R. Smith,23,9,20,3,10,1,1,0,3,3,3,2,0,2,2,22,Delaware State,Cheyney PA,TRUE,TRUE,2024-11-16,H
4703996,M. Robinson,32,6,11,1,4,1,3,3,8,11,5,0,0,3,1,14,Delaware State,Cheyney PA,TRUE,TRUE,2024-11-16,H
5243398,T. Pendergrass III,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
5176277,C. Surgers,12,1,1,0,0,0,0,2,2,4,0,1,1,2,3,2,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
5108720,Kar. Watson,13,1,4,0,0,0,0,0,1,1,1,0,1,0,2,2,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
4432115,R. Somerville,16,1,1,0,0,0,0,1,2,3,1,0,2,0,1,2,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
5243399,P. James,7,2,5,2,3,0,0,1,0,1,3,2,0,0,0,6,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
5243397,J. Clemmons,9,1,3,0,1,3,4,1,2,3,1,1,0,0,3,5,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
5176278,D. Shepherd,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
5119473,E. Walker,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
4897761,C. Perkins,16,4,8,2,3,0,1,1,0,1,5,2,0,2,1,10,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
NA,TEAM,NA,39,82,8,21,7,13,27,27,54,25,12,5,13,17,93,Delaware State,Cheyney PA,TRUE,FALSE,2024-11-16,H
