player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
B. Conley,F,20,4,6,0,0,4,6,3,5,8,0,0,2,2,1,12,TRUE,2014-12-28,Haskell,H
A. Owens,C,22,3,11,0,0,0,0,3,5,8,1,1,3,1,4,6,TRUE,2014-12-28,Haskell,H
J. Singleton,G,25,2,5,1,3,0,0,1,0,1,3,2,0,0,0,5,TRUE,2014-12-28,Haskell,H
O. Emegano,G,26,9,15,3,5,1,2,1,1,2,2,8,1,3,1,22,TRUE,2014-12-28,Haskell,H
K. Billbury,G,28,7,13,2,4,4,4,3,14,17,7,3,0,2,1,20,TRUE,2014-12-28,Haskell,H
A. Webber,F,21,2,5,1,4,2,2,1,6,7,1,3,1,0,0,7,FALSE,2014-12-28,Haskell,H
A. Young,G,19,4,4,0,0,0,0,1,0,1,0,2,0,1,1,8,FALSE,2014-12-28,Haskell,H
D. Lee,G,12,0,1,0,0,0,0,3,1,4,3,0,0,0,1,0,FALSE,2014-12-28,Haskell,H
B. Word,G,14,3,13,3,10,2,2,0,5,5,0,0,0,2,1,11,FALSE,2014-12-28,Haskell,H
D. Harris,G,13,1,7,0,6,1,2,2,0,2,2,0,1,3,1,3,FALSE,2014-12-28,Haskell,H
TEAM,NA,NA,35,80,10,32,14,18,20,38,58,19,19,8,14,11,94,FALSE,2014-12-28,Haskell,H
