game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401365490,2022-02-24,Drexel,UNC Wilmington,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.690435292582469,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drexel,NA
401365490,2022-02-24,Drexel,UNC Wilmington,2,1,19:38,2378,2378,Xavier Bell missed Three Point Jumper.,0,0,0,22,0.6900560620056425,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,Drexel,missed,Xavier Bell,NA,TRUE,FALSE,Drexel,Drexel,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,3,1,19:33,2373,2373,Amari Williams Offensive Rebound.,0,0,0,5,0.6899684399861993,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,Drexel,Drexel,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,4,1,19:27,2367,2367,Jaylen Sims Defensive Rebound.,0,0,0,6,0.6898625816475149,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,Drexel,UNC Wilmington,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,5,1,19:09,2349,2349,Jaylen Sims missed Jumper.,0,0,0,18,0.6895402821636385,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,UNC Wilmington,missed,Jaylen Sims,NA,FALSE,FALSE,UNC Wilmington,UNC Wilmington,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,6,1,19:06,2346,2346,James Baker Offensive Rebound.,0,0,0,3,0.6894858678058592,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,UNC Wilmington,UNC Wilmington,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,7,1,18:59,2339,2339,Amari Williams Defensive Rebound.,0,0,0,7,0.6893581155157505,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,UNC Wilmington,Drexel,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,8,1,18:33,2313,2313,Melik Martin missed Layup.,0,0,0,26,0.6888738192395393,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,Drexel,missed,Melik Martin,NA,FALSE,FALSE,Drexel,UNC Wilmington,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,9,1,18:33,2313,2313,Trazarien White Block.,0,0,0,0,0.6888738192395393,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,Drexel,UNC Wilmington,FALSE
401365490,2022-02-24,Drexel,UNC Wilmington,10,1,18:29,2309,2309,Mike Okauru Defensive Rebound.,0,0,0,4,0.6887979201088528,0.5,4,4,5,139.5,"c(""Jerry Heater"", "" Bill Covington"", "" Wallace Rutecki Jr."")","Philadelphia, PA",Daskalakis Athletic Center,2509,690,NA,NA,NA,NA,NA,NA,NA,NA,Drexel,UNC Wilmington,FALSE
