date,game_id,home,away
2012-11-26,323310036,Colorado State,Northern Colorado
2012-11-26,323310045,George Washington,Mt. St. Mary's
2012-11-26,323310056,Stetson,South Florida
2012-11-26,323310085,IUPUI,Indiana-East
2012-11-26,323310087,Notre Dame,Chicago State
2012-11-26,323310269,Marquette,UMBC
2012-11-26,323310288,Lipscomb,Murray State
2012-11-26,323310339,Evansville,Alabama A&M
2012-11-26,323310399,Albany,Wagner
2012-11-26,323312247,Georgia State,East Carolina
2012-11-26,323312352,Loyola (MD),Towson
2012-11-26,323312405,Monmouth,Lafayette
2012-11-26,323312413,Morehead State,Norfolk State
2012-11-26,323312447,Nicholls,New Orleans
2012-11-26,323312633,Tennessee,Oakland
