player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
Q. Dove,F,28,3,4,0,0,0,0,2,1,3,0,0,0,2,3,6,TRUE,2019-12-14,UNC Asheville,A
H. Polla,C,10,2,3,0,0,0,0,0,3,3,1,0,0,0,1,4,TRUE,2019-12-14,UNC Asheville,A
C. Randall II,G,32,8,16,3,6,1,5,0,7,7,3,0,0,2,0,20,TRUE,2019-12-14,UNC Asheville,A
E. Sertovic,G,24,1,3,1,3,0,0,0,1,1,0,0,0,0,1,3,TRUE,2019-12-14,UNC Asheville,A
D. Hawthorne Jr.,G,27,3,7,0,1,4,4,1,1,2,2,0,0,4,4,10,TRUE,2019-12-14,UNC Asheville,A
M. Thomas,F,13,1,2,0,0,0,2,0,2,2,0,1,0,1,0,2,FALSE,2019-12-14,UNC Asheville,A
I. Aguiar,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2019-12-14,UNC Asheville,A
E. Rustin,C,11,1,1,0,0,0,1,1,1,2,0,0,0,1,1,2,FALSE,2019-12-14,UNC Asheville,A
J. Pierce,C,3,1,2,0,0,0,0,1,0,1,0,0,1,1,1,2,FALSE,2019-12-14,UNC Asheville,A
J. Riley,G,7,1,1,0,0,0,0,1,1,2,0,1,0,0,0,2,FALSE,2019-12-14,UNC Asheville,A
P. Stewart,G,34,8,16,0,2,5,8,1,7,8,5,0,1,1,4,21,FALSE,2019-12-14,UNC Asheville,A
J. Harris,G,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2019-12-14,UNC Asheville,A
TEAM,NA,NA,29,57,4,12,10,20,8,24,32,11,2,2,12,17,72,FALSE,2019-12-14,UNC Asheville,A
