player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
R. Falker,F,35,2,5,0,0,4,6,0,6,6,3,0,3,1,4,8,TRUE,2006-02-11,Creighton,A
J. Foster,F,7,0,0,0,0,0,2,1,2,3,0,0,2,1,4,0,TRUE,2006-02-11,Creighton,A
M. Shaw,F,34,6,9,2,2,6,8,2,6,8,1,1,0,0,3,20,TRUE,2006-02-11,Creighton,A
T. Boyle,F,5,1,2,0,0,0,0,1,0,1,0,0,0,0,2,2,TRUE,2006-02-11,Creighton,A
T. Young,G,26,3,7,1,3,3,5,1,3,4,2,0,0,5,5,10,TRUE,2006-02-11,Creighton,A
J. Tatum,G,27,6,10,3,4,4,6,1,1,2,0,1,0,3,4,19,FALSE,2006-02-11,Creighton,A
W. Clemmons,G,25,2,2,1,1,2,2,2,2,4,2,1,0,0,1,7,FALSE,2006-02-11,Creighton,A
B. Mullins,G,35,3,9,0,2,2,4,0,1,1,5,8,0,3,2,8,FALSE,2006-02-11,Creighton,A
A. Brooks,G,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,FALSE,2006-02-11,Creighton,A
TEAM,NA,NA,23,44,7,12,21,33,11,22,33,14,11,5,13,25,74,FALSE,2006-02-11,Creighton,A
