game_id,away,home,away_rank,home_rank,away_score,home_score,date
401269638,Villanova,St. John's,3,NA,59,70,2021-02-03
401264300,Houston,East Carolina,5,NA,73,82,2021-02-03
401258782,LSU,Alabama,NA,10,60,78,2021-02-03
401265086,Virginia,NC State,14,NA,64,57,2021-02-03
401269636,Georgetown,Creighton,NA,15,86,79,2021-02-03
401265087,Virginia Tech,Pittsburgh,16,NA,72,83,2021-02-03
401258780,Kentucky,Missouri,NA,18,70,75,2021-02-03
401258783,South Carolina,Florida,NA,22,72,66,2021-02-03
401284853,Lancaster Bible College,Delaware State,NA,NA,80,81,2021-02-03
401252815,Elon,James Madison,NA,NA,57,78,2021-02-03
401260643,Fordham,UMass,NA,NA,54,60,2021-02-03
401283307,Saint Louis,La Salle,NA,NA,75,82,2021-02-03
401269637,Seton Hall,Providence,NA,NA,60,43,2021-02-03
401260644,VCU,Rhode Island,NA,NA,63,62,2021-02-03
401253453,VMI,Wofford,NA,NA,84,80,2021-02-03
401253452,Chattanooga,Western Carolina,NA,NA,74,67,2021-02-03
401253449,East Tennessee State,Mercer,NA,NA,70,64,2021-02-03
401253401,UNC Greensboro,The Citadel,NA,NA,85,66,2021-02-03
401253060,Western Michigan,Bowling Green,NA,NA,76,70,2021-02-03
401279322,Incarnate Word,Lamar,NA,NA,67,58,2021-02-03
401264303,Tulane,Wichita State,NA,NA,67,75,2021-02-03
401264301,UCF,Memphis,NA,NA,61,75,2021-02-03
401257383,Stephen F. Austin,Texas A&M-CC,NA,NA,84,75,2021-02-03
401264316,SMU,Tulsa,NA,NA,65,63,2021-02-03
401253882,Oklahoma State,TCU,NA,NA,78,81,2021-02-03
