player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
C. Hermanson,F,31,6,8,2,3,2,2,0,1,1,0,0,0,1,2,16,TRUE,2018-01-18,Gonzaga,A
J. Landale,C,37,12,15,0,0,2,6,3,9,12,3,0,2,2,3,26,TRUE,2018-01-18,Gonzaga,A
T. Krebs,G,37,3,7,2,3,2,3,1,5,6,1,1,0,2,0,10,TRUE,2018-01-18,Gonzaga,A
J. Ford,G,30,4,10,2,2,0,1,0,2,2,2,1,0,0,2,10,TRUE,2018-01-18,Gonzaga,A
E. Naar,G,40,2,5,0,0,0,0,0,1,1,8,1,0,1,3,4,TRUE,2018-01-18,Gonzaga,A
E. Fitzner,F,12,1,2,1,2,0,0,0,4,4,0,0,0,1,1,3,FALSE,2018-01-18,Gonzaga,A
J. Hunter,C,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,FALSE,2018-01-18,Gonzaga,A
T. Kuhse,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2018-01-18,Gonzaga,A
C. Neal,G,10,1,5,1,3,0,0,0,0,0,0,0,0,0,2,3,FALSE,2018-01-18,Gonzaga,A
TEAM,NA,NA,30,53,8,13,6,12,5,26,31,14,3,3,8,13,74,FALSE,2018-01-18,Gonzaga,A
