game_id,date,opponent,location,team_score,opp_score,record
323142309,2012-11-09,Drexel,H,66,62,1-0 (0-0)
323182309,2012-11-13,Temple,H,66,80,1-1 (0-0)
323212309,2012-11-16,Chicago State,N,92,63,2-1 (0-0)
323232309,2012-11-18,Valparaiso,H,83,88,2-2 (0-0)
323252309,2012-11-20,Bethune-Cookman,H,69,68,3-2 (0-0)
323290158,2012-11-24,Nebraska,N,74,60,4-2 (0-0)
323332754,2012-11-28,Youngstown St,A,85,78,5-2 (0-0)
323362309,2012-12-01,Princeton,H,50,62,5-3 (0-0)
323392083,2012-12-04,Bucknell,A,60,76,5-4 (0-0)
323442752,2012-12-09,Xavier,A,55,62,5-5 (0-0)
323552309,2012-12-20,St. Francis PA,H,77,48,6-5 (0-0)
323572309,2012-12-22,Arkansas State,H,73,69,7-5 (0-0)
323652309,2012-12-30,Fairmont State,H,77,75,8-5 (0-0)
330020325,2013-01-02,Cleveland State,A,72,55,9-5 (0-0)
330092309,2013-01-09,Toledo,H,58,70,9-6 (0-1)
330122050,2013-01-12,Ball State,A,61,47,10-6 (1-1)
330162084,2013-01-16,Buffalo,A,80,68,11-6 (2-1)
330192309,2013-01-19,Akron,H,67,71,11-7 (2-2)
330230189,2013-01-23,Bowling Green,A,55,70,11-8 (2-3)
330262309,2013-01-26,Ohio,H,68,69,11-9 (2-4)
330302459,2013-01-30,Northern Illinois,A,65,67,11-10 (2-5)
330332309,2013-02-02,Eastern Michigan,H,77,62,12-10 (3-5)
330372711,2013-02-06,Western Michigan,A,76,82,12-11 (3-6)
330402309,2013-02-09,Central Michigan,H,87,72,13-11 (4-6)
330442309,2013-02-13,Miami OH,H,87,70,14-11 (5-6)
330470195,2013-02-16,Ohio,A,75,78,14-12 (5-7)
330542350,2013-02-23,Loyola Chicago,A,70,63,15-12 (5-7)
330582309,2013-02-27,Buffalo,H,83,81,16-12 (6-7)
330610193,2013-03-02,Miami OH,A,78,58,17-12 (7-7)
330642309,2013-03-05,Bowling Green,H,69,61,18-12 (8-7)
330682006,2013-03-08,Akron,A,68,64,19-12 (9-7)
330732309,2013-03-14,Buffalo,N,70,68,20-12 (9-7)
330742006,2013-03-15,Akron,N,59,62,20-13 (9-7)
330792309,2013-03-20,Fairfield,H,73,71,21-13 (9-7)
330832352,2013-03-24,Loyola MD,A,59,73,21-14 (9-7)
