game_id,date,opponent,location,team_score,opp_score,record
323142305,2012-11-09,Kansas,A,55,74,0-1 (0-0)
323172546,2012-11-12,Lyon,H,89,61,1-1 (0-0)
323202546,2012-11-15,McNeese,H,64,53,2-1 (0-0)
323230236,2012-11-18,Chattanooga,A,77,65,3-1 (0-0)
323242546,2012-11-19,Louisiana Tech,N,63,67,3-2 (0-0)
323252653,2012-11-20,Troy,N,56,59,3-3 (0-0)
323290082,2012-11-24,UIC,A,45,56,3-4 (0-0)
323312546,2012-11-26,Hannibal-LaGrange,H,96,55,4-4 (0-0)
323342443,2012-11-29,New Orleans,A,83,67,5-4 (0-0)
323362545,2012-12-01,SE Louisiana,A,61,58,6-4 (0-0)
323390142,2012-12-04,Missouri,A,65,81,6-5 (0-0)
323432546,2012-12-08,Central Arkansas,H,85,88,6-6 (0-0)
323542546,2012-12-19,New Orleans,H,94,71,7-6 (0-0)
323570140,2012-12-22,UMKC,A,66,65,8-6 (0-0)
323642546,2012-12-29,UT Martin,H,65,60,9-6 (1-0)
330032546,2013-01-03,Austin Peay,H,86,84,10-6 (2-0)
330052546,2013-01-05,Murray State,H,66,74,10-7 (2-1)
330102057,2013-01-10,Belmont,A,72,107,10-8 (2-2)
330122634,2013-01-12,Tennessee State,A,69,81,10-9 (2-3)
330172546,2013-01-17,Morehead State,H,59,75,10-10 (2-4)
330192546,2013-01-19,Tennessee Tech,H,74,62,11-10 (3-4)
330242565,2013-01-24,SIU-Edwardsville,A,77,80,11-11 (3-5)
330262197,2013-01-26,Eastern Illinois,A,72,78,11-12 (3-6)
330332546,2013-02-02,Eastern Kentucky,H,72,81,11-13 (3-7)
330382546,2013-02-07,SIU-Edwardsville,H,76,67,12-13 (4-7)
330402546,2013-02-09,Eastern Illinois,H,77,64,13-13 (5-7)
330472630,2013-02-16,UT Martin,A,96,74,14-13 (6-7)
330510055,2013-02-20,Jacksonville State,A,65,67,14-14 (6-8)
330542546,2013-02-23,Ball State,H,82,85,14-15 (6-8)
330592046,2013-02-28,Austin Peay,A,108,81,15-15 (7-8)
330610093,2013-03-02,Murray State,A,84,68,16-15 (8-8)
330652546,2013-03-06,Eastern Illinois,N,78,68,17-15 (8-8)
330662198,2013-03-07,Eastern Kentucky,N,69,84,17-16 (8-8)
