game_id,away,home,away_rank,home_rank,away_score,home_score,date
401485206,UConn,Providence,4,NA,61,73,2023-01-04
401488412,Miami,Georgia Tech,12,NA,70,76,2023-01-04
401484538,Missouri,Arkansas,20,13,68,74,2023-01-04
401488411,Duke,NC State,16,NA,60,84,2023-01-04
401493384,TCU,Baylor,17,19,88,87,2023-01-04
401484537,Auburn,Georgia,22,NA,64,76,2023-01-04
401469868,Charleston,North Carolina A&T,23,NA,92,79,2023-01-04
401493383,Iowa State,Oklahoma,25,NA,63,60,2023-01-04
401496891,Goucher,Morgan State,NA,NA,52,89,2023-01-04
401485205,Villanova,Georgetown,NA,NA,73,57,2023-01-04
401492684,Tulsa,Tulane,NA,NA,77,93,2023-01-04
401492683,Temple,South Florida,NA,NA,68,64,2023-01-04
401492682,UCF,East Carolina,NA,NA,64,61,2023-01-04
401490149,Northern Iowa,Valparaiso,NA,NA,69,67,2023-01-04
401485481,Penn State Wilkes-Barre,Norfolk State,NA,NA,60,85,2023-01-04
401484873,Penn State,Michigan,NA,NA,69,79,2023-01-04
401484539,Texas A&M,Florida,NA,NA,66,63,2023-01-04
401484407,George Washington,Richmond,NA,NA,63,73,2023-01-04
401484406,VCU,Duquesne,NA,NA,70,79,2023-01-04
401484404,Saint Joseph's,Dayton,NA,NA,56,76,2023-01-04
401484403,Loyola Chicago,Davidson,NA,NA,57,80,2023-01-04
401484402,George Mason,St. Bonaventure,NA,NA,69,73,2023-01-04
401484401,Fordham,Rhode Island,NA,NA,79,82,2023-01-04
401480379,South Carolina Upstate,Radford,NA,NA,65,60,2023-01-04
401480378,Presbyterian,Winthrop,NA,NA,72,82,2023-01-04
401480377,UNC Asheville,High Point,NA,NA,76,72,2023-01-04
401480376,Longwood,Charleston Southern,NA,NA,79,74,2023-01-04
401480375,Gardner-Webb,Campbell,NA,NA,58,63,2023-01-04
401479730,Wofford,Mercer,NA,NA,53,52,2023-01-04
401479669,Western Carolina,East Tennessee State,NA,NA,71,60,2023-01-04
401479668,Chattanooga,UNC Greensboro,NA,NA,61,73,2023-01-04
401479667,The Citadel,Furman,NA,NA,72,97,2023-01-04
401469869,UNC Wilmington,Elon,NA,NA,81,66,2023-01-04
401484405,Saint Louis,UMass,NA,NA,81,90,2023-01-04
401481062,New Mexico State,Stephen F. Austin,NA,NA,60,69,2023-01-04
401479731,VMI,Samford,NA,NA,78,87,2023-01-04
401493723,Mississippi Valley State,Alabama A&M,NA,NA,68,75,2023-01-04
401490148,Indiana State,Illinois State,NA,NA,76,67,2023-01-04
401490147,Evansville,Missouri State,NA,NA,62,85,2023-01-04
401490146,Drake,Southern Illinois,NA,NA,49,53,2023-01-04
401490145,Belmont,UIC,NA,NA,77,71,2023-01-04
401490144,Bradley,Murray State,NA,NA,58,67,2023-01-04
401491906,Arkansas-Pine Bluff,Alabama State,NA,NA,66,80,2023-01-04
401485360,Incarnate Word,Texas A&M-Corpus Christi,NA,NA,61,91,2023-01-04
401470094,Lindenwood,Little Rock,NA,NA,67,62,2023-01-04
401492231,Grambling,Texas Southern,NA,NA,85,72,2023-01-04
401488413,Wake Forest,North Carolina,NA,NA,79,88,2023-01-04
401488410,Clemson,Virginia Tech,NA,NA,68,65,2023-01-04
401485207,DePaul,Butler,NA,NA,70,78,2023-01-04
401484872,Illinois,Northwestern,NA,NA,60,73,2023-01-04
401493840,Southern,Prairie View A&M,NA,NA,66,62,2023-01-04
401482800,Colorado State,Nevada,NA,NA,69,80,2023-01-04
