player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
D. Thomas,F,22,3,7,1,1,1,5,1,3,4,1,1,1,2,0,8,TRUE,2020-12-19,Saint Mary's,A
A. Thistlewood,F,26,0,4,0,4,0,0,0,1,1,0,0,1,0,2,0,TRUE,2020-12-19,Saint Mary's,A
D. Roddy,G,31,2,6,0,1,2,2,2,3,5,0,1,0,4,2,6,TRUE,2020-12-19,Saint Mary's,A
I. Stevens,G,33,3,13,0,4,0,0,0,4,4,0,2,0,2,0,6,TRUE,2020-12-19,Saint Mary's,A
K. Moore,G,27,2,4,1,1,0,0,0,4,4,0,2,0,2,1,5,TRUE,2020-12-19,Saint Mary's,A
J. Moors,F,17,2,8,0,2,0,1,3,4,7,0,0,0,2,0,4,FALSE,2020-12-19,Saint Mary's,A
I. Rivera,G,18,0,2,0,1,2,2,1,3,4,2,0,0,1,2,2,FALSE,2020-12-19,Saint Mary's,A
J. Tonje,G,15,0,3,0,0,2,2,0,1,1,0,0,0,1,0,2,FALSE,2020-12-19,Saint Mary's,A
P.J. Byrd,G,11,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,FALSE,2020-12-19,Saint Mary's,A
TEAM,NA,NA,12,48,2,15,7,12,7,23,30,4,6,2,16,7,33,FALSE,2020-12-19,Saint Mary's,A
