game_id,date,opponent,location,team_score,opp_score,record
400916471,2016-11-11,Grambling,H,72,57,1-0 (0-0)
400916479,2016-11-14,North Carolina A&T,H,61,51,2-0 (0-0)
400916487,2016-11-17,Charlotte,A,64,76,2-1 (0-0)
400916492,2016-11-20,Stetson,H,73,50,3-1 (0-0)
400916495,2016-11-22,Florida A&M,H,82,62,4-1 (0-0)
400916500,2016-11-25,Mercer,N,66,70,4-2 (0-0)
400927012,2016-11-26,Air Force,N,70,63,5-2 (0-0)
400916507,2016-11-29,Hampton,H,68,48,6-2 (0-0)
400916517,2016-12-03,North Carolina Central,H,69,56,7-2 (0-0)
400915290,2016-12-06,Virginia,A,53,76,7-3 (0-0)
400916538,2016-12-15,Charleston,H,35,53,7-4 (0-0)
400916546,2016-12-20,UNC Wilmington,A,71,81,7-5 (0-0)
400916553,2016-12-22,Presbyterian,H,76,56,8-5 (0-0)
400916558,2016-12-28,South Florida,H,60,49,9-5 (1-0)
400916562,2016-12-31,SMU,H,44,75,9-6 (1-1)
400916567,2017-01-03,UCF,A,45,48,9-7 (1-2)
400916571,2017-01-07,Temple,A,62,81,9-8 (1-3)
400916576,2017-01-11,Houston,H,58,74,9-9 (1-4)
400916585,2017-01-15,Cincinnati,H,46,55,9-10 (1-5)
400916596,2017-01-22,UConn,A,65,72,9-11 (1-6)
400916600,2017-01-25,Tulsa,H,69,66,10-11 (2-6)
400916604,2017-01-28,Memphis,A,50,57,10-12 (2-7)
400916611,2017-02-01,SMU,A,46,86,10-13 (2-8)
400916613,2017-02-04,Tulane,H,74,65,11-13 (3-8)
400916625,2017-02-11,South Florida,A,57,64,11-14 (3-9)
400916629,2017-02-15,Temple,H,78,64,12-14 (4-9)
400916634,2017-02-18,UCF,H,58,61,12-15 (4-10)
400916638,2017-02-21,Tulane,A,76,73,13-15 (5-10)
400916646,2017-02-26,Tulsa,A,66,74,13-16 (5-11)
400916648,2017-03-01,UConn,H,66,62,14-16 (6-11)
400916656,2017-03-05,Houston,A,51,73,14-17 (6-12)
400945706,2017-03-09,Temple,N,80,69,15-17 (6-12)
400945786,2017-03-10,SMU,N,77,81,15-18 (6-12)
