game_id,date,opponent,location,team_score,opp_score,record
400916469,2016-11-11,Temple,A,92,97,0-1 (0-0)
400918394,2016-11-15,Delaware,H,74,68,1-1 (0-0)
400918395,2016-11-19,Texas Southern,H,76,77,1-2 (0-0)
400918396,2016-11-27,Drexel,A,89,78,2-2 (0-0)
400918397,2016-11-30,Lehigh,H,89,81,3-2 (0-0)
400918398,2016-12-03,Bucknell,H,83,73,4-2 (0-0)
400918399,2016-12-06,Villanova,H,79,89,4-3 (0-0)
400918400,2016-12-10,Georgetown,N,78,93,4-4 (0-0)
400918401,2016-12-17,Florida Gulf Coast,H,84,80,5-4 (0-0)
400916898,2016-12-22,Mercer,A,98,96,6-4 (0-0)
400918302,2016-12-30,Dayton,A,55,66,6-5 (0-1)
400918402,2017-01-04,Saint Louis,H,75,54,7-5 (1-1)
400918328,2017-01-07,Duquesne,H,88,81,8-5 (2-1)
400918403,2017-01-12,Rhode Island,A,87,75,9-5 (3-1)
400918367,2017-01-15,George Washington,H,79,69,10-5 (4-1)
400918270,2017-01-19,Davidson,H,91,83,11-5 (5-1)
400918404,2017-01-22,VCU,A,52,90,11-6 (5-2)
400918405,2017-01-25,Pennsylvania,H,74,77,11-7 (5-2)
400918406,2017-01-28,Saint Joseph's,A,72,73,11-8 (5-3)
400918407,2017-02-01,UMass,H,88,78,12-8 (6-3)
400918390,2017-02-04,George Mason,A,75,95,12-9 (6-4)
400918354,2017-02-08,Fordham,A,67,52,13-9 (7-4)
400918408,2017-02-11,Richmond,H,52,64,13-10 (7-5)
400918409,2017-02-15,St. Bonaventure,A,65,83,13-11 (7-6)
400918410,2017-02-18,Saint Joseph's,H,83,68,14-11 (8-6)
400918411,2017-02-21,Rhode Island,H,56,67,14-12 (8-7)
400918412,2017-02-26,UMass,A,71,84,14-13 (8-8)
400918413,2017-03-01,Saint Louis,A,55,70,14-14 (8-9)
400918360,2017-03-04,Fordham,H,66,54,15-14 (9-9)
400945586,2017-03-09,Davidson,N,73,82,15-15 (9-9)
