game_id,date,opponent,location,team_score,opp_score,record
400916468,2016-11-11,Florida A&M,H,84,73,1-0 (0-0)
400916485,2016-11-17,Elon,H,61,74,1-1 (0-0)
400916490,2016-11-19,Rider,H,70,65,2-1 (0-0)
400916498,2016-11-22,Florida Atlantic,A,62,78,2-2 (0-0)
400916505,2016-11-28,Kennesaw State,H,71,69,3-2 (0-0)
400915953,2016-12-01,Troy,A,80,74,4-2 (0-0)
400916519,2016-12-03,George Washington,A,67,68,4-3 (0-0)
400916533,2016-12-12,Bethune-Cookman,H,79,73,5-3 (0-0)
400910784,2016-12-17,South Carolina,H,66,77,5-4 (0-0)
400916547,2016-12-20,Northern Illinois,H,48,59,5-5 (0-0)
400916554,2016-12-22,Delaware,H,81,53,6-5 (0-0)
400916558,2016-12-28,East Carolina,A,49,60,6-6 (0-1)
400916563,2016-12-31,Houston,H,56,70,6-7 (0-2)
400916572,2017-01-07,SMU,A,65,84,6-8 (0-3)
400916577,2017-01-11,Tulane,H,67,82,6-9 (0-4)
400916583,2017-01-14,Memphis,A,56,62,6-10 (0-5)
400916587,2017-01-17,UCF,A,64,86,6-11 (0-6)
400916592,2017-01-21,Tulsa,H,67,79,6-12 (0-7)
400916601,2017-01-25,UConn,H,60,81,6-13 (0-8)
400916607,2017-01-29,Cincinnati,A,53,94,6-14 (0-9)
400916612,2017-02-02,Memphis,H,75,85,6-15 (0-10)
400916617,2017-02-05,Temple,A,74,83,6-16 (0-11)
400916619,2017-02-08,UConn,A,51,97,6-17 (0-12)
400916625,2017-02-11,East Carolina,H,64,57,7-17 (1-12)
400916630,2017-02-15,Cincinnati,H,54,68,7-18 (1-13)
400916635,2017-02-18,Tulane,A,71,94,7-19 (1-14)
400916642,2017-02-23,Tulsa,A,68,82,7-20 (1-15)
400916649,2017-03-02,UCF,H,56,59,7-21 (1-16)
400916655,2017-03-05,Temple,H,60,72,7-22 (1-17)
400945708,2017-03-09,UConn,A,66,77,7-23 (1-17)
