game_id,date,opponent,location,team_score,opp_score,record
400915710,2016-11-11,San Francisco,A,80,82,0-1 (0-0)
400918549,2016-11-16,UTSA,H,86,78,1-1 (0-0)
400924184,2016-11-19,Trinity IL,H,102,66,2-1 (0-0)
400918550,2016-11-23,Elon,N,80,91,2-2 (0-0)
400918551,2016-11-25,Cal Poly,N,84,71,3-2 (0-0)
400917039,2016-11-26,Northern Illinois,A,81,92,3-3 (0-0)
400918005,2016-11-30,Chicago State,H,74,58,4-3 (0-0)
400917721,2016-12-04,Eastern Illinois,H,76,90,4-4 (0-0)
400918012,2016-12-10,Grand Canyon,A,69,73,4-5 (0-0)
400918552,2016-12-14,DePaul,A,80,75,5-5 (0-0)
400918198,2016-12-17,Loyola Chicago,H,75,81,5-6 (0-0)
400916352,2016-12-20,Northern Arizona,H,75,65,6-6 (0-0)
400918553,2016-12-22,Roosevelt,H,91,53,7-6 (0-0)
400918554,2016-12-30,Valparaiso,H,59,70,7-7 (0-1)
400918503,2017-01-06,Detroit Mercy,H,78,64,8-7 (1-1)
400918555,2017-01-08,Oakland,H,57,58,8-8 (1-2)
400918484,2017-01-12,Cleveland State,A,59,54,9-8 (2-2)
400918556,2017-01-14,Youngstown St,A,92,89,10-8 (3-2)
400918540,2017-01-17,Milwaukee,H,71,57,11-8 (4-2)
400918557,2017-01-22,Valparaiso,A,65,96,11-9 (4-3)
400918558,2017-01-27,Northern Kentucky,H,62,79,11-10 (4-4)
400918559,2017-01-29,Wright State,H,86,88,11-11 (4-5)
400918527,2017-02-02,Green Bay,A,80,84,11-12 (4-6)
400918544,2017-02-04,Milwaukee,A,105,100,12-12 (5-6)
400918560,2017-02-09,Youngstown St,H,84,81,13-12 (6-6)
400918493,2017-02-11,Cleveland State,H,63,66,13-13 (6-7)
400918513,2017-02-17,Detroit Mercy,A,74,69,14-13 (7-7)
400918561,2017-02-19,Oakland,A,75,87,14-14 (7-8)
400918532,2017-02-21,Green Bay,H,79,87,14-15 (7-9)
400918562,2017-02-24,Northern Kentucky,A,82,90,14-16 (7-10)
400918563,2017-02-26,Wright State,A,49,87,14-17 (7-11)
400944547,2017-03-05,Green Bay,N,79,70,15-17 (7-11)
400945726,2017-03-06,Milwaukee,N,68,74,15-18 (7-11)
400946503,2017-03-16,Stony Brook,H,71,69,16-18 (7-11)
400947016,2017-03-20,George Washington,H,80,71,17-18 (7-11)
400947385,2017-03-22,Coastal Carolina,A,78,89,17-19 (7-11)
