game_id,date,opponent,location,team_score,opp_score,record
400925953,2016-11-11,Cal Tech,H,77,28,1-0 (0-0)
400916275,2016-11-13,Portland State,H,106,100,2-0 (0-0)
400915508,2016-11-17,Washington,A,88,104,2-1 (0-0)
400918889,2016-11-19,UNLV,A,68,77,2-2 (0-0)
400917697,2016-11-25,Jacksonville State,N,38,61,2-3 (0-0)
400926973,2016-11-26,Alabama State,N,67,76,2-4 (0-0)
400917899,2016-11-30,Omaha,H,73,83,2-5 (0-0)
400915761,2016-12-03,Pacific,H,78,77,3-5 (0-0)
400915765,2016-12-07,San Diego,A,75,82,3-6 (0-0)
400916332,2016-12-10,Southern Utah,H,75,62,4-6 (0-0)
400917914,2016-12-18,Omaha,A,96,102,4-7 (0-0)
400915796,2016-12-22,Portland,H,77,72,5-7 (0-0)
400918890,2016-12-30,Bethesda,H,99,56,6-7 (0-0)
400918891,2017-01-05,Hawai'i,H,67,64,7-7 (1-0)
400918892,2017-01-07,CSU Northridge,H,65,70,7-8 (1-1)
400918874,2017-01-12,Cal Poly,A,87,74,8-8 (2-1)
400918893,2017-01-14,UC Irvine,A,67,87,8-9 (2-2)
400918894,2017-01-18,UC Riverside,H,63,71,8-10 (2-3)
400918895,2017-01-26,Long Beach State,A,65,76,8-11 (2-4)
400918879,2017-01-28,Cal Poly,H,81,71,9-11 (3-4)
400918896,2017-02-02,UC Santa Barbara,A,79,53,10-11 (4-4)
400918897,2017-02-08,UC Davis,A,65,74,10-12 (4-5)
400918898,2017-02-11,Long Beach State,H,74,69,11-12 (5-5)
400918899,2017-02-16,UC Riverside,A,56,55,12-12 (6-5)
400918900,2017-02-18,UC Davis,H,79,72,13-12 (7-5)
400918901,2017-02-22,UC Irvine,H,56,54,14-12 (8-5)
400918902,2017-02-25,Hawai'i,A,58,64,14-13 (8-6)
400918903,2017-03-02,UC Santa Barbara,H,65,54,15-13 (9-6)
400918904,2017-03-04,CSU Northridge,A,86,78,16-13 (10-6)
400945630,2017-03-09,CSU Northridge,N,81,68,17-13 (10-6)
400946199,2017-03-10,UC Davis,N,64,66,17-14 (10-6)
400946496,2017-03-16,Weber State,H,76,80,17-15 (10-6)
