date,game_id,home,away
2008-02-28,280590009,Arizona State,UCLA
2008-02-28,280590012,Arizona,USC
2008-02-28,280590023,San José St,Boise State
2008-02-28,280590024,Stanford,Washington
2008-02-28,280590025,California,Washington State
2008-02-28,280590097,Louisville,Notre Dame
2008-02-28,280590104,Boston University,Hartford
2008-02-28,280590149,Montana,Northern Colorado
2008-02-28,280590154,Wake Forest,Maryland
2008-02-28,280590270,Milwaukee,Loyola Chicago
2008-02-28,280590275,Wisconsin,Michigan State
2008-02-28,280590279,Pacific,UC Davis
2008-02-28,280590288,Lipscomb,Gardner-Webb
2008-02-28,280590309,Louisiana,North Texas
2008-02-28,280590311,Maine,UMBC
2008-02-28,280590328,Utah State,Louisiana Tech
2008-02-28,280592086,Butler,Wright State
2008-02-28,280592115,Central Connecticut,Quinnipiac
2008-02-28,280592430,UNC Greensboro,Chattanooga
2008-02-28,280592440,Nevada,New Mexico State
2008-02-28,280592447,Nicholls,Northwestern State
2008-02-28,280592449,North Dakota State,Centenary
2008-02-28,280592529,Sacred Heart,Robert Morris
2008-02-28,280592603,Saint Joseph's,Saint Louis
2008-02-28,280592635,Tennessee Tech,Murray State
2008-02-28,280592643,The Citadel,Furman
2008-02-28,280592674,Valparaiso,Detroit Mercy
2008-02-28,280592739,Green Bay,UIC
