number,name,position,height,weight,class,hometown
NA,Jeff Harris,G,"5' 10""",NA,FR,NA
NA,Ramon Colon,G,"6' 2""",NA,SO,NA
NA,Tim Clifford,C,"6' 11""",NA,SR,NA
NA,Kyle Cruze,G,"6' 2""",NA,SR,NA
NA,Pat Doherty,G,"5' 11""",NA,SR,NA
NA,Victor Vaval,G,"5' 11""",NA,SR,NA
NA,Charlie Mills,G,"5' 11""",NA,FR,NA
NA,Josh Jones,F,"6' 7""",NA,SO,NA
NA,Andrew Beinert,G,"6' 4""",NA,SO,NA
NA,R.J. Evans,G,"6' 3""",NA,FR,NA
NA,Devin Brown,G,"6' 1""",NA,FR,NA
NA,Colin Cunningham,F,"6' 6""",NA,SR,NA
NA,Lawrence Dixon,G,"6' 5""",NA,SR,NA
NA,Greg McCarthy,C,"6' 11""",NA,SR,NA
NA,Alex Vander Baan,F,"6' 9""",NA,SR,NA
NA,Adam May,F,"6' 8""",NA,JR,NA
NA,Andrew Keister,C,"6' 9""",NA,SO,NA
NA,Zach Paterick,G,"6' 2""",NA,SO,NA
NA,Eric Meister,C,"6' 8""",NA,JR,NA
