number,name,position,height,weight,class,hometown
NA,Logan Kinghorn,G,"6' 5""",NA,SR,NA
NA,Cory O'Brien,G,"6' 4""",NA,SR,NA
NA,Tom Taylor,C,"6' 11""",NA,SO,NA
NA,Lucas Steijn,C,"6' 11""",NA,SR,NA
NA,Kal Bay,,NA,NA,,NA
NA,Robert Crompton,,NA,NA,FR,NA
NA,Steve Anderson,F,"6' 7""",NA,FR,NA
NA,Chron Tatum,F,"6' 7""",NA,JR,NA
NA,Scooter Maye,G,"5' 10""",NA,JR,NA
NA,Phyllip Taylor,G,"6' 3""",NA,JR,NA
NA,Felix Caspari,F,"6' 8""",NA,JR,NA
NA,Deividas Busma,C,"7' 0""",NA,JR,NA
NA,Sherrod Baldwin,G,"6' 0""",NA,FR,NA
NA,Matt Stucki,G,"6' 5""",NA,SR,NA
NA,Mike Lacey,,NA,NA,,NA
NA,Amorrow Morgan,G,"6' 5""",NA,JR,NA
NA,Donnie Carson,G,"6' 2""",NA,JR,NA
NA,Austin Kilpatrick,G,"6' 6""",NA,JR,NA
NA,Demetrius Monroe,F,"6' 8""",NA,JR,NA
