number,name,position,height,weight,class,hometown
NA,Nick Sidorakis,G,"6' 4""",NA,SO,NA
NA,Obi Muonelo,G,"6' 5""",NA,JR,NA
NA,Keiton Page,G,"5' 9""",NA,FR,NA
NA,Marcus Dove,G,"6' 9""",NA,SR,NA
NA,Tyler Hatch,F,"6' 6""",NA,SR,NA
NA,Scott Warner,C,"6' 11""",NA,SO,NA
NA,Malcoln Kirkland,F,"6' 7""",NA,SO,NA
NA,Byron Eaton,G,"5' 11""",NA,SR,NA
NA,Terrel Harris,G,"6' 5""",NA,SR,NA
NA,Marshall Moses,F,"6' 7""",NA,SO,NA
NA,Ibrahima Thomas,F,"6' 11""",NA,SO,NA
NA,James Anderson,G,"6' 6""",NA,SO,NA
NA,Martavius Adams,F,"6' 8""",NA,FR,NA
NA,Brad Garrett,G,"6' 5""",NA,SO,NA
NA,Anthony Brown,F,"6' 6""",NA,SR,NA
NA,Blaine Booher,,NA,NA,FR,NA
NA,Greg Hughes,,NA,NA,FR,NA
NA,Teeng Akol,F,"6' 11""",NA,FR,NA
NA,Garrett Thomas,G,"6' 2""",NA,FR,NA
NA,Nolan Cox,,NA,NA,FR,NA
