number,name,position,height,weight,class,hometown
NA,Chris Busch,F,"6' 6""",NA,JR,NA
NA,Adris DeLeon,G,"5' 11""",NA,SR,NA
NA,Gary Gibson,G,"6' 1""",NA,JR,NA
NA,Matthew Brunell,F,"6' 8""",NA,JR,NA
NA,Trey Gross,G,"6' 2""",NA,SO,NA
NA,Andy Genao,G,"6' 4""",NA,SR,NA
NA,Marcus Hinton,G,"6' 3""",NA,SR,NA
NA,Benny Valentine,G,"5' 7""",NA,JR,NA
NA,Mark Dunn,F,"6' 8""",NA,JR,NA
NA,Jeff Christensen,F,"6' 6""",NA,SR,NA
NA,Milan Stanojevic,G,"6' 2""",NA,SR,NA
NA,Jack Loofburrow,F,"6' 7""",NA,FR,NA
NA,Brandon Moore,C,"6' 9""",NA,JR,NA
NA,Kellen Williams,F,"6' 5""",NA,SR,NA
