number,name,position,height,weight,class,hometown
NA,Mac Hopson,G,"6' 2""",NA,JR,NA
NA,Mike Kale,F,"6' 8""",NA,JR,NA
NA,Darin Nagle,F,"6' 10""",NA,SR,NA
NA,Marvin Jefferson,C,"6' 10""",NA,JR,NA
NA,Brandon Wiley,F,"6' 6""",NA,JR,NA
NA,Drew Eisinger,G,"6' 1""",NA,SR,NA
NA,Phillip Thomas,F,"6' 8""",NA,FR,NA
NA,Terrence Simmons,G,"6' 3""",NA,SR,NA
NA,Brandon Brown,G,"6' 1""",NA,SR,NA
NA,Travis Blackstock,F,"6' 5""",NA,JR,NA
NA,Kashif Watson,G,"6' 4""",NA,JR,NA
NA,Trevor Morris,G,"6' 4""",NA,SR,NA
NA,Michael Crowell,F,"6' 7""",NA,SR,NA
NA,Clyde Johnson,F,"6' 7""",NA,SR,NA
NA,Luciano de Souza,F,"6' 7""",NA,JR,NA
NA,Jordan Brooks,F,"6' 3""",NA,JR,NA
NA,Luis Augusto,F,"6' 8""",NA,SR,NA
