number,name,position,height,weight,class,hometown
NA,Johnny Moran,G,"6' 1""",NA,FR,NA
NA,Ali Farokhmanesh,G,"6' 0""",NA,JR,NA
NA,Anthony James,G,"6' 0""",NA,FR,NA
NA,Jonathan Montgomery,,"6' 4""",NA,,NA
NA,Joe Green,F,"6' 8""",NA,SR,NA
NA,Brian Haak,G,"6' 0""",NA,JR,NA
NA,Travis Brown,G,"6' 3""",NA,SR,NA
NA,Josh Molstead,G,"5' 9""",NA,FR,NA
NA,Adam Koch,F,"6' 8""",NA,JR,NA
NA,Kerwin Dunham,G,"6' 6""",NA,SO,NA
NA,Kwadzo Ahelegbe,G,"6' 2""",NA,SO,NA
NA,Jordan Eglseder,C,"7' 1""",NA,JR,NA
NA,Adam Viet,G,"6' 3""",NA,SR,NA
NA,Drew Lundberg,G,"6' 1""",NA,FR,NA
NA,Lucas O'Rear,F,"6' 6""",NA,SO,NA
NA,Adam Rodenberg,F,"6' 7""",NA,JR,NA
NA,Eric Coleman,C,"6' 6""",NA,SR,NA
NA,Jared Josten,G,"5' 11""",NA,SR,NA
NA,Carlton Reed,G,"6' 4""",NA,JR,NA
