number,name,position,height,weight,class,hometown
NA,Harry Marshall,G,"6' 0""",NA,JR,NA
NA,Josh Crawford,C,"6' 11""",NA,JR,NA
NA,Nick Donaldson,G,"6' 3""",NA,FR,NA
NA,Brant Leitnaker,C,"6' 10""",NA,SO,NA
NA,Todd McCoy,F,"6' 4""",NA,SR,NA
NA,Marico Stinson,G,"6' 3""",NA,SO,NA
NA,Cole Holmstrom,G,"5' 10""",NA,SO,NA
NA,Jay Tunnell,F,"6' 8""",NA,SR,NA
NA,Adam Arnold,F,"6' 6""",NA,JR,NA
NA,Gabriel Moore,G,"6' 1""",NA,SR,NA
NA,Mick Yelovich,C,"6' 10""",NA,SR,NA
NA,Rashad Reed,G,"6' 1""",NA,JR,NA
NA,Koang Doluony,,NA,NA,SR,NA
NA,Carl Richard,G,"6' 5""",NA,FR,NA
NA,Tyler Cutter,G,"6' 1""",NA,FR,NA
NA,Koang Doluony,,NA,NA,SR,NA
NA,Jordan Printy,G,"6' 4""",NA,FR,NA
NA,Keenan Barlow,F,"6' 5""",NA,FR,NA
NA,Aaron Carter,G,"6' 4""",NA,SO,NA
NA,Isiah Martin,F,"6' 8""",NA,SO,NA
NA,Lamar Lee,G,"6' 0""",NA,FR,NA
