number,name,position,height,weight,class,hometown
NA,Dekyron Nicks,G,"5' 9""",NA,SR,NA
NA,Chris Cyprian,G,"6' 3""",NA,JR,NA
NA,Tony Johnson,,NA,NA,FR,NA
NA,Jeremy Dunbar,G,"6' 5""",NA,SO,NA
NA,Daryl Arnold,G,"6' 5""",NA,FR,NA
NA,Warrell Span,F,"6' 6""",NA,SR,NA
NA,Cory Richard,G,"5' 10""",NA,FR,NA
NA,Damon Forest,G,"6' 3""",NA,JR,NA
NA,Brandon Fortenberry,G,"6' 3""",NA,FR,NA
NA,Robert Tibbs,F,"6' 6""",NA,JR,NA
NA,Stephen Burches,G,"5' 10""",NA,FR,NA
NA,DeShawn Patterson,G,"6' 4""",NA,FR,NA
NA,Kevyn Green,G,"6' 5""",NA,SR,NA
NA,Patrick Sullivan,C,"6' 9""",NA,JR,NA
NA,Howard Austin,G,"5' 7""",NA,SO,NA
NA,Tavaris Nance,F,"6' 6""",NA,SR,NA
NA,David Ndoumba,F,"6' 7""",NA,SO,NA
NA,Antonio Pope,F,"6' 7""",NA,JR,NA
NA,Daren Hankins,G,"5' 8""",NA,SO,NA
