number,name,position,height,weight,class,hometown
NA,Nick Leon,G,"5' 11""",NA,SO,NA
NA,Todd Sowell,F,"6' 7""",NA,SR,NA
NA,Tim Spitler,G,"6' 3""",NA,SR,NA
NA,Jack Hill,F,"6' 9""",NA,FR,NA
NA,Mark Warrington,,NA,NA,,NA
NA,Darrell Lampley,G,"5' 10""",NA,FR,NA
NA,Ryan Bacon,F,"6' 7""",NA,SO,NA
NA,Wesley Jenkins,G,"6' 2""",NA,SO,NA
NA,Kahlil Mumford,G,"5' 11""",NA,SO,NA
NA,Jon Hogga,F,"6' 5""",NA,FR,NA
NA,Jordan Costner,F,"6' 6""",NA,SO,NA
NA,Raul Orta,G,"6' 4""",NA,SR,NA
NA,Akeem Gooding,F,"6' 5""",NA,JR,NA
NA,Ismaila Traore,F,"6' 6""",NA,SR,NA
NA,Chineme Usuwa,F,"6' 4""",NA,SO,NA
NA,Malik Feracho,G,"6' 0""",NA,FR,NA
NA,C.J. Reid,F,"6' 4""",NA,FR,NA
NA,Brandon Hall,G,"6' 1""",NA,FR,NA
NA,Kabeya Kabongo,F,"6' 4""",NA,FR,NA
