number,name,position,height,weight,class,hometown
NA,David Johnson,G,"6' 2""",NA,SO,NA
NA,Jovan Robinson,G,"6' 4""",NA,SO,NA
NA,Shaun James,F,"6' 8""",NA,JR,NA
NA,Pawel Malesa,F,"6' 6""",NA,SR,NA
NA,Ben Leasure,G,"5' 10""",NA,FR,NA
NA,Chris Gadley,C,"6' 9""",NA,JR,NA
NA,Willie Hassell,G,"5' 8""",NA,JR,NA
NA,Julius Coles,G,"6' 4""",NA,SO,NA
NA,Robert Goldsberry,G,"6' 0""",NA,SO,NA
NA,Greg Logins,F,"6' 7""",NA,SO,NA
NA,Bob Bevilacqua,,"6' 1""",NA,JR,NA
NA,Frank Turner,G,"5' 10""",NA,JR,NA
NA,Rishawn Johnson,F,"6' 6""",NA,SO,NA
NA,Elton Frazier,F,"6' 5""",NA,SO,NA
NA,Tomas Vazquez-Simmons,F,"6' 7""",NA,SO,NA
NA,A.J. Hawkins,,NA,NA,,NA
NA,Brett Chance,G,"6' 2""",NA,FR,NA
NA,Bob Bevilacqua,,"6' 1""",NA,JR,NA
