number,name,position,height,weight,class,hometown
NA,Victor Jackson,G,"5' 8""",NA,JR,NA
NA,Nick Walsh,G,"5' 10""",NA,SO,NA
NA,Rashad Green,G,"6' 4""",NA,FR,NA
NA,Chris  Smith,,"6' 2""",NA,,NA
NA,Laurence Jolicoeur,F,"6' 9""",NA,SO,NA
NA,Devon Austin,G,"6' 6""",NA,SR,NA
NA,Franck Traore,C,"6' 8""",NA,SR,NA
NA,Patrick Bouli,G,"6' 2""",NA,JR,NA
NA,Antoine Pearson,G,"6' 2""",NA,JR,NA
NA,Jamel Ferguson,G,"6' 4""",NA,JR,NA
NA,Brandon Adams,F,"6' 6""",NA,JR,NA
NA,Darryl Crawford,G,"6' 4""",NA,JR,NA
NA,Marty Higgins,F,"6' 6""",NA,SO,NA
NA,Andrew Gabriel,F,"6' 6""",NA,SO,NA
NA,Herve Banogle,C,"6' 8""",NA,SR,NA
NA,Djibril Coulibaly,C,"6' 9""",NA,FR,NA
