number,name,position,height,weight,class,hometown
NA,Jack McClinton,G,"6' 1""",NA,SR,NA
NA,Anthony King,C,"6' 9""",NA,SR,NA
NA,Cyrus McGowan,F,"6' 9""",NA,JR,NA
NA,DeQuan Jones,G,"6' 8""",NA,FR,NA
NA,James Dews,G,"6' 4""",NA,JR,NA
NA,Fabio Nass,F,"6' 11""",NA,SR,NA
NA,Adrian Thomas,F,"6' 7""",NA,JR,NA
NA,Brian Asbury,F,"6' 7""",NA,SR,NA
NA,Jimmy Graham,F,"6' 8""",NA,SR,NA
NA,Landon Glover,G,"6' 2""",NA,SR,NA
NA,Dwayne Collins,F,"6' 8""",NA,JR,NA
NA,Julian Gamble,F,"6' 10""",NA,FR,NA
NA,Eddie Rios,G,"6' 0""",NA,SO,NA
NA,Jonathan Stratton,G,"6' 3""",NA,SR,NA
NA,Lance Hurdle,G,"6' 2""",NA,SR,NA
NA,Ryan Quigtar,G,"5' 11""",NA,FR,NA
NA,Mark Warren,,NA,NA,FR,NA
NA,Raymond Hicks,F,"6' 7""",NA,SR,NA
