number,name,position,height,weight,class,hometown
NA,Stephen DuCharme,F,"6' 8""",NA,SR,NA
NA,Tai Wesley,F,"6' 7""",NA,SO,NA
NA,Jaycee Carroll,G,"6' 2""",NA,SR,NA
NA,Brayden Bell,C,"6' 9""",NA,SO,NA
NA,Deremy Geiger,G,"5' 10""",NA,FR,NA
NA,Richard Sirju,G,"6' 2""",NA,JR,NA
NA,Stavon Williams,G,"6' 3""",NA,JR,NA
NA,Jared Quayle,G,"6' 1""",NA,JR,NA
NA,Brady Jardine,F,"6' 7""",NA,FR,NA
NA,Clint Lee,F,"6' 5""",NA,JR,NA
NA,Kris Clark,G,"6' 2""",NA,SR,NA
NA,Desmond Stephens,G,"5' 9""",NA,JR,NA
NA,Tyler Newbold,G,"6' 5""",NA,SO,NA
NA,Jaxon Myaer,G,"5' 9""",NA,FR,NA
NA,Modou Niang,C,"6' 10""",NA,SO,NA
NA,Pooh Williams,G,"6' 4""",NA,SO,NA
NA,DeUndrae Spraggins,G,"6' 3""",NA,JR,NA
NA,Gary Wilkinson,F,"6' 9""",NA,SR,NA
NA,Matt Formisano,F,"6' 8""",NA,SO,NA
