number,name,position,height,weight,class,hometown
NA,Mitchell Watt,F,"6' 10""",NA,FR,NA
NA,Titus Robinson,F,"6' 7""",NA,FR,NA
NA,Adekambi Laleye,-,"6' 9""",NA,JR,NA
NA,Rodney Pierce,G,"6' 2""",NA,JR,NA
NA,Andy Robinson,G,"6' 1""",NA,SR,NA
NA,Adekambi Laleye,-,"6' 9""",NA,JR,NA
NA,Christian Schmidt,F,"6' 8""",NA,JR,NA
NA,Jawaan Alston,F,"6' 8""",NA,SO,NA
NA,Dave Barnett,G,"6' 5""",NA,FR,NA
NA,Brian Addison,F,"6' 8""",NA,SR,NA
NA,Max Boudreau,F,"6' 7""",NA,JR,NA
NA,John Boyer,G,"6' 1""",NA,JR,NA
NA,Greg Gamble,G,"6' 4""",NA,SR,NA
NA,Vadim Fedotov,F,"6' 9""",NA,SR,NA
NA,Sean Smiley,G,"6' 1""",NA,JR,NA
NA,Calvin Betts,G,"6' 3""",NA,JR,NA
NA,Byron Mulkey,G,"6' 0""",NA,JR,NA
NA,Andrew Atman,F,"7' 0""",NA,SR,NA
NA,Adekambi Laleye,-,"6' 9""",NA,JR,NA
