number,name,position,height,weight,class,hometown
NA,Chad Ferguson,F,"6' 8""",NA,SR,NA
NA,Ashton Lawrence,F,"6' 5""",NA,SR,NA
NA,Matt Brennan,F,"6' 8""",NA,SR,NA
NA,Steven Sexton,G,"6' 2""",NA,SR,NA
NA,Darius Steger,G,"6' 1""",NA,FR,NA
NA,Sam McLaurin,F,"6' 8""",NA,FR,NA
NA,Dexter Moore,G,"6' 1""",NA,FR,NA
NA,Mario Edwards,G,"6' 3""",NA,JR,NA
NA,Bryant Wallace,C,"6' 8""",NA,FR,NA
NA,Anthony Breeze,G,"6' 5""",NA,SO,NA
NA,Jack Leasure,G,"6' 3""",NA,SR,NA
NA,Joseph Harris,F,"6' 5""",NA,SR,NA
NA,Mario Sisinni,G,"6' 2""",NA,SR,NA
NA,David Long,G,"6' 5""",NA,SR,NA
NA,Jon Pack,C,"6' 11""",NA,FR,NA
NA,Logan Johnson,G,"6' 6""",NA,JR,NA
NA,Phil Wallace,C,"6' 5""",NA,SR,NA
NA,Everage Richardson,G,"6' 3""",NA,SR,NA
NA,Joshua Mack,G,"6' 0""",NA,SO,NA
NA,Marshawn Martin,G,"5' 9""",NA,JR,NA
