number,name,position,height,weight,class,hometown
NA,Jahmal Bivins,F,"6' 6""",NA,JR,NA
NA,Jarrod Randall,,NA,NA,FR,NA
NA,Danijel Krleski,G,"6' 4""",NA,SO,NA
NA,Marc Davis,G,"5' 10""",NA,SO,NA
NA,Ishmawiyl McFadden,F,"6' 5""",NA,FR,NA
NA,Milutin Mirjacic,F,"6' 8""",NA,SO,NA
NA,Keishawn Mayes,F,"6' 8""",NA,FR,NA
NA,Tyler Hines,F,"6' 6""",NA,FR,NA
NA,Chris Conner,F,"6' 4""",NA,FR,NA
NA,Jaime Boyer,,NA,NA,,NA
NA,Neal Pitt,F,"6' 6""",NA,FR,NA
NA,Sammy Obetoh,G,"6' 7""",NA,FR,NA
NA,Brandon Moore,F,"6' 9""",NA,JR,NA
NA,Ed Tyson,G,"6' 3""",NA,JR,NA
NA,Josh Bright,G,"5' 10""",NA,SO,NA
NA,Denzel Jackson,F,"6' 6""",NA,FR,NA
NA,Omar Akram,F,"6' 5""",NA,JR,NA
NA,Gary Lee,F,"6' 5""",NA,SR,NA
NA,Aleksandar Popovic,C,"6' 10""",NA,SR,NA
