number,name,position,height,weight,class,hometown
NA,Jay Watkins,F,"6' 8""",NA,SO,NA
NA,Jared Casey,C,"6' 10""",NA,SO,NA
NA,Hyman Taylor,C,"6' 9""",NA,JR,NA
NA,James Morgan,C,"6' 9""",NA,SR,NA
NA,Danny Cavic,F,"6' 6""",NA,SR,NA
NA,Dior Lowhorn,F,"6' 7""",NA,JR,NA
NA,Angelo Caloiaro,F,"6' 8""",NA,FR,NA
NA,Chris O'Brien,G,"6' 4""",NA,FR,NA
NA,Kwame Vaughn,G,"6' 3""",NA,FR,NA
NA,Christian Hernandez,G,"6' 5""",NA,JR,NA
NA,Blake Wallace,F,"6' 7""",NA,JR,NA
NA,Manny Quezada,G,"6' 2""",NA,SR,NA
NA,Dean Hadley,G,"6' 6""",NA,JR,NA
NA,Kenneth Perry,G,"6' 0""",NA,FR,NA
NA,Myron Strong,G,"6' 2""",NA,FR,NA
NA,Dontae Bryant,G,"6' 2""",NA,JR,NA
NA,Pierce Brooks,G,"6' 7""",NA,FR,NA
NA,Vince Polakovic,F,"6' 8""",NA,SR,NA
NA,Paolo Zamorano,F,"6' 3""",NA,FR,NA
NA,Peter Smith,G,"5' 11""",NA,FR,NA
NA,Clint Pekarsky,G,"6' 3""",NA,FR,NA
