number,name,position,height,weight,class,hometown
NA,Jay Threatt,G,"5' 11""",NA,FR,NA
NA,Cam Long,-,"6' 4""",NA,SO,NA
NA,Isaiah Tate,G,"6' 4""",NA,SO,NA
NA,Vlad Moldoveanu,F,"6' 9""",NA,SO,NA
NA,Darryl Monroe,F,"6' 7""",NA,FR,NA
NA,Louis Birdsong,C,"6' 6""",NA,JR,NA
NA,Dre Smith,,NA,NA,,NA
NA,Jordan Carter,G,"6' 0""",NA,SR,NA
NA,John Vaughan,G,"6' 3""",NA,SR,NA
NA,Will Thomas,F,"6' 7""",NA,SR,NA
NA,Folarin Campbell,G,"6' 4""",NA,SR,NA
NA,Chris Fleming,F,"6' 8""",NA,SR,NA
NA,Brian Henderson,G,"6' 3""",NA,FR,NA
NA,Jimmy Nolan,G,"6' 0""",NA,FR,NA
NA,Ryan Pearson,F,"6' 6""",NA,FR,NA
NA,Mike Morrison,-,"6' 9""",NA,FR,NA
NA,Andre Cornelius,G,"5' 10""",NA,FR,NA
NA,Cam Long,-,"6' 4""",NA,SO,NA
NA,Mike Morrison,-,"6' 9""",NA,FR,NA
