number,name,position,height,weight,class,hometown
NA,Alex Tkaczuk,,NA,NA,FR,NA
NA,Humberto Huerta,,NA,NA,FR,NA
NA,Scott VanderMeer,,NA,NA,,NA
NA,Jimmy Harding,G,"6' 5""",NA,SO,NA
NA,Jeremy Buttell,F,"6' 7""",NA,JR,NA
NA,Jermaine Dailey,C,"6' 7""",NA,SR,NA
NA,Josh Mayo,G,"5' 11""",NA,SR,NA
NA,Jovan Ignjatovic,F,"6' 9""",NA,JR,NA
NA,Robo Kreps,G,"6' 1""",NA,SO,NA
NA,Tori Boyd,F,"6' 5""",NA,SO,NA
NA,Robert Bush,G,"6' 4""",NA,SR,NA
NA,Spencer Stewart,G,"6' 4""",NA,JR,NA
NA,Jelani Poston,F,"6' 7""",NA,FR,NA
NA,Zavion Neely,G,"6' 1""",NA,FR,NA
NA,Rob Eppinger,F,"6' 8""",NA,JR,NA
NA,Kris Harris,G,"6' 3""",NA,JR,NA
NA,Chris Buchanan,G,"6' 3""",NA,JR,NA
NA,Ebenezer Noonoo,F,"6' 4""",NA,JR,NA
