number,name,position,height,weight,class,hometown
NA,Ed Rolax,,"6' 5""",NA,FR,NA
NA,George Erkvania,,NA,NA,,NA
NA,Chad Lutkenhaus,,"6' 5""",NA,SO,NA
NA,Derrick O'Neil,,"6' 5""",NA,JR,NA
NA,Christian Wolf,,"6' 9""",NA,,NA
NA,Ed Rolax,,"6' 5""",NA,FR,NA
NA,Reed Baker,,"6' 1""",NA,SO,NA
NA,Ben Vega,,NA,NA,,NA
NA,Derrick O'Neil,,"6' 5""",NA,JR,NA
NA,Kyle Marks,,"6' 7""",NA,JR,NA
NA,Kyle Marks,,"6' 7""",NA,JR,NA
NA,Reggie Chambers,,"5' 9""",NA,FR,NA
NA,Matt Baker,,NA,NA,,NA
NA,Carey Butterworth,,NA,NA,,NA
NA,Addison Smith,,NA,NA,,NA
NA,Harris Gelin,,NA,NA,,NA
NA,Chad Lutkenhaus,,"6' 5""",NA,SO,NA
NA,Delvin Franklin,,NA,NA,,NA
NA,Reed Baker,,"6' 1""",NA,SO,NA
NA,Reggie Chambers,,"5' 9""",NA,FR,NA
